primaryName,productor_score_mean,productor_score_max,productor_score_std,productor_ganador_oscar_prom,productor_nominado_oscar_prom
Justin Ryan,8.3,8.3,,0.0,0.0
Justin S. Monroe,6.15,7.4,1.7677669529663689,0.0,0.0
Justin Sago,,,,0.0,0.0
Justin Samuels,,,,0.0,0.0
Justin Sanchez,,,,0.0,0.0
Justin Schardin,4.3,4.3,,0.0,0.0
Justin Schein,7.5,7.5,,0.0,0.0
Justin Schell,,,,0.0,0.0
Justin Schlabach,6.0,6.0,,0.0,0.0
Justin Schneider,,,,0.0,0.0
Justin Schober,,,,0.0,0.0
Justin Schoenrock,7.5,7.5,,0.0,0.0
Justin Schwarz,5.6,5.6,,0.0,0.0
Justin Scro,2.9,3.0,0.14142135623730964,0.0,0.0
Justin Shilton,,,,0.0,0.0
Justin Sihera,8.4,8.4,,0.0,0.0
Justin Silverman,5.9,5.9,,0.0,0.0
Justin Simien,5.6,5.6,,0.0,0.0
Justin Simms,7.0,7.0,,0.0,0.0
Justin Sloggatt,,,,0.0,0.0
Justin Smith,8.15,8.3,0.21213203435596475,0.0,0.0
Justin Snyder,2.65,2.8,0.21213203435596414,0.0,0.0
Justin Soponis,3.6,4.2,0.8485281374238571,0.0,0.0
Justin Souriau-Levine,,,,0.0,0.0
Justin Spafford,,,,0.0,0.0
Justin Springer,5.933333333333334,6.3,0.4725815626252604,0.0,0.0
Justin Staley,,,,0.0,0.0
Justin Steele,5.4,5.4,,0.0,0.0
Justin Stein,5.8,5.8,,0.0,0.0
Justin Stephen,7.5,7.5,,0.0,0.0
Justin Stephens,3.9,3.9,,0.0,0.0
Justin Stirling,8.1,8.1,,0.0,0.0
Justin Stokes,,,,0.0,0.0
Justin Stone,8.6,8.6,,0.0,0.0
Justin Strawhand,6.8,6.8,,0.0,0.0
Justin Stringfellow,,,,0.0,0.0
Justin Supowitz,,,,0.0,0.0
Justin Suttles,5.8,5.8,,0.0,0.0
Justin Swibel,6.1,6.1,,0.0,0.0
Justin Szlasa,8.233333333333333,8.7,0.5686240703077328,0.0,0.0
Justin T. Bowler,3.5,3.5,,0.0,0.0
Justin Tagg,,,,0.0,0.0
Justin Talley,4.5,4.5,,0.0,0.0
Justin Tan,,,,0.0,0.0
Justin Taurand,6.091666666666666,7.0,0.6126816366423821,0.0,0.0
Justin Taylor Smith,8.2,8.2,,0.0,0.0
Justin Thomas,,,,0.0,0.0
Justin Thomas Ostensen,4.4,4.4,,0.0,0.0
Justin Thomas Rowe,8.2,8.2,,0.0,0.0
Justin Timms,,,,0.0,0.0
Justin Tolley,5.65,6.7,1.3403979508588735,0.0,0.0
Justin Toulon,7.9,7.9,,0.0,0.0
Justin Tracey,,,,0.0,0.0
Justin Trefgarne,4.4,4.4,,0.0,0.0
Justin Trowbridge,,,,0.0,0.0
Justin Turnbull,4.9,4.9,,0.0,0.0
Justin Tyler Close,5.3,5.3,,0.0,0.0
Justin Valentine,,,,0.0,0.0
Justin Van Voorhis,6.5,6.5,,0.0,0.0
Justin Verley,,,,0.0,0.0
Justin Viggiano,3.85,4.2,0.4949747468305834,0.0,0.0
Justin W. Smith,,,,0.0,0.0
Justin Wadlington,,,,0.0,0.0
Justin Walker,,,,0.0,0.0
Justin Wallace,7.1,7.1,,0.0,0.0
Justin Warren,8.3,8.3,,0.0,0.0
Justin Waters,,,,0.0,0.0
Justin Weinstein,7.300000000000001,7.4,0.14142135623730995,0.0,0.0
Justin Wheelon,6.9,6.9,,0.0,0.0
Justin White,,,,0.0,0.0
Justin Whiteman,8.3,8.3,,0.0,0.0
Justin Wicker,5.2,5.2,,0.0,0.0
Justin Wilkes,6.942857142857143,7.7,0.8715066319448233,0.0,0.0
Justin Williams,6.3,6.3,,0.0,0.0
Justin Willis,,,,0.0,0.0
Justin Wolf,,,,0.0,0.0
Justin Workman,5.7,5.7,,0.0,0.0
Justin X. Duprie,5.5,5.5,,0.0,0.0
Justin Younesi,,,,0.0,0.0
Justin Zackham,5.8,5.8,,0.0,0.0
Justin Zaza,,,,0.0,0.0
Justin Zimmerman,8.2,8.2,0.0,0.0,0.0
Justin Zuckerman,,,,0.0,0.0
Justina ChiChi Ugwudi,,,,0.0,0.0
Justina Grant,6.5,6.5,,0.0,0.0
Justina Omokhua,,,,0.0,0.0
Justina Walford,4.6,4.6,,0.0,0.0
Justinas Garliauskas,5.2,5.9,0.8185352771872452,0.0,0.0
Justinas Krisiunas,,,,0.0,0.0
Justine Bailey,,,,0.0,0.0
Justine Bateman,,,,0.0,0.0
Justine Beckett,,,,0.0,0.0
Justine Chevarie-Cossette,,,,0.0,0.0
Justine Chiara,7.65,8.1,0.6363961030678921,0.0,0.0
Justine Ciarrocchi,,,,0.0,0.0
Justine Clayton,,,,0.0,0.0
Justine Dowsing,4.1,4.1,,0.0,0.0
Justine Estee,6.7,6.7,,0.0,0.0
Justine Henzell,8.6,8.6,,0.0,0.0
Justine Huffmeijer,,,,0.0,0.0
Justine Héroux,5.8,6.4,1.0392304845413267,0.0,0.0
Justine Jacob,8.9,9.3,0.5656854249492386,0.0,0.0
Justine Klineman,6.3,6.3,,0.0,0.0
Justine Lesourd,9.0,9.0,,0.0,0.0
Justine Malle,6.4,6.4,,0.0,0.0
Justine Nagan,6.6,6.6,,0.0,0.0
Justine Nantongo,,,,0.0,0.0
Justine O.,7.0,7.7,0.9899494936611668,0.0,0.0
Justine Otondo,6.58,8.7,1.2296340919151518,0.0,0.0
Justine Pimlott,7.4,7.9,0.37416573867739394,0.0,0.0
Justine Sementzeff,4.9,4.9,,0.0,0.0
Justine Shapiro,8.3,8.3,,0.0,0.0
Justine Simonson,,,,0.0,0.0
Justine Suzanne Jones,5.2,5.2,,0.0,0.0
Justine Triet,6.2,6.2,,0.0,0.0
Justine Waddell,7.3,7.3,,0.0,0.0
Justinian Dispenza,,,,0.0,0.0
Justino Campeán,5.6,5.6,,0.0,0.0
Justo Daract,,,,0.0,0.0
Justus Beckmann,4.7,4.7,,0.0,0.0
Justus Boehnke,6.8,6.8,,0.0,0.0
Justus McLarty,,,,0.0,0.0
Justus Verkerk,6.1,6.1,,0.0,0.0
Justy Kosek,,,,0.0,0.0
Justyn Ah Chong,4.3,4.3,,0.0,0.0
Justyn Bell,8.2,8.2,,0.0,0.0
Justyn Jones,,,,0.0,0.0
Justyn Moro,,,,0.0,0.0
Justyna Czyszek,7.8999999999999995,8.2,0.4242640687119283,0.0,0.0
Justyna Kluczewska,,,,0.0,0.0
Justyna Müsch,6.6,6.6,,0.0,0.0
Justyna Pawlak,6.7,6.7,,0.0,0.0
Justyna Sobczyk,,,,0.0,0.0
Juswans Kaur,7.2,7.2,,0.0,0.0
Juta Steel,3.6,3.6,,0.0,0.0
Juthamaj Kaewchart,6.6,6.6,,0.0,0.0
Juthathip Niramonpisan,,,,0.0,0.0
Juthika Mitra,6.8,6.8,,0.0,0.0
Jutta Brückner,7.0,7.0,,0.0,0.0
Jutta Diemert,6.0,6.0,,0.0,0.0
Jutta Ekman,4.5,4.5,,0.0,0.0
Jutta Feit,,,,0.0,0.0
Jutta Garbas,7.0,7.0,,0.0,0.0
Jutta Lieck-Klenke,6.44,7.3,0.6804410334481601,0.0,0.0
Jutta Müller,6.55,6.8,0.3535533905932738,0.0,0.0
Jutta Rabe,4.0,4.0,,0.0,0.0
Jutta Riedel,,,,0.0,0.0
Jutta Sartory,,,,0.0,0.0
Jutta Schoen,,,,0.0,0.0
Jutta Wemlinger,,,,0.0,0.0
Jutta Winkelmann,,,,0.0,0.0
Juul Kappelhof,,,,0.0,0.0
Juul Schöpping,,,,0.0,0.0
Juul van der Laan,,,,0.0,0.0
Juva,7.1,7.1,,0.0,0.0
Juval Marlon,2.0,2.0,,0.0,0.0
Juven Cavazos,2.8,2.8,,0.0,0.0
Juvz Tesalona,,,,0.0,0.0
Jv Manisha Bajaj,9.1,9.2,0.141421356237309,0.0,0.0
Jvr,,,,0.0,0.0
Jwanwat Ahriyavraromp,,,,0.0,0.0
Jwngdao Bodosa,7.8,8.0,0.2828427124746193,0.0,0.0
Jyll Johnstone,7.233333333333333,8.1,0.8504900548115378,0.0,0.0
Jyll Rosenfeld,4.4,4.4,,0.0,0.0
Jyllian Gunther,8.15,8.3,0.21213203435596475,0.0,0.0
Jyllian Petrie,,,,0.0,0.0
Jyn Hall,7.2,7.2,,0.0,0.0
Jynett Monteverde,6.3,6.3,,0.0,0.0
Jyotdeep Singh,7.1,7.1,,0.0,0.0
Jyothi Halageri,,,,0.0,0.0
Jyothi Hanumantharaju,5.3,5.3,,0.0,0.0
Jyothi Krishna,,,,0.0,0.0
Jyothi Prakash,,,,0.0,0.0
Jyothi Prakash Atre,,,,0.0,0.0
Jyothirmayi,,,,0.0,0.0
Jyothy Krishnan,,,,0.0,0.0
Jyoti Deshpande,5.98,8.6,2.1004761364985796,0.0,0.0
Jyoti Guha,4.7,4.7,,0.0,0.0
Jyoti Kapur Das,6.819999999999999,8.2,1.2405068088717381,0.0,0.0
Jyoti Prakash,2.0,2.0,,0.0,0.0
Jyoti R. Mukherjee,6.6,6.6,,0.0,0.0
Jyoti Singh,8.0,8.0,,0.0,0.0
Jyoti Thorat,,,,0.0,0.0
Jyotika,6.7,6.7,,0.0,0.0
Jyotika Shenoy,,,,0.0,0.0
Jyotin Goel,4.6,4.6,,0.0,0.0
Jyotsana Nath,5.2,5.2,,0.0,0.0
Jyotsana Rajpurohit,,,,0.0,0.0
Jyotsna Islam,,,,0.0,0.0
Jyotsna Milan,,,,0.0,0.0
Jyri Paajama,7.7,7.7,,0.0,0.0
Jyrki Kaipainen,,,,0.0,0.0
Jyrki Näsänen,,,,0.0,0.0
Jyrki Rahkola,,,,0.0,0.0
Jytte Rex,4.9,4.9,,0.0,0.0
Jyunichi Sugiyama,,,,0.0,0.0
Jyunmi Hatcher,,,,0.0,0.0
János Drabik,6.066666666666666,7.7,1.484362938547488,0.0,0.0
János Dömölky,7.2,7.2,,0.0,0.0
János Edelényi,5.7,5.7,,0.0,0.0
János Kulka,4.2,4.2,,0.0,0.0
János Rózsa,6.1923076923076925,7.6,0.992019437361267,0.0,0.0
János Szurmai,,,,0.0,0.0
János Tari,,,,0.0,0.0
János Vészi,7.65,8.6,1.3435028842544396,0.0,0.0
János Xantus,,,,0.0,0.0
Jérémie Basset,,,,0.0,0.0
Jérémie Bole du Chaumont,,,,0.0,0.0
Jérémie Carboni,,,,0.0,0.0
Jérémie Elkaïm,5.6,5.6,,0.0,0.0
Jérémie Fajner,6.720000000000001,8.0,0.8348652585896721,0.0,0.0
Jérémie Guez,5.766666666666667,6.4,0.7094598884597588,0.0,0.0
Jérémie Jorrand,6.7,6.7,,0.0,0.0
Jérémie Palanque,,,,0.0,0.0
Jérémie Reichenbach,,,,0.0,0.0
Jérémie Tchoua,,,,0.0,0.0
Jérémie Vitard,6.0,6.0,,0.0,0.0
Jérémie Wookey,,,,0.0,0.0
Jérémy Audouard,,,,0.0,0.0
Jérémy Clédat,,,,0.0,0.0
Jérémy Durand,,,,0.0,0.0
Jérémy Forni,5.8,6.5,0.9899494936611668,0.0,0.0
Jérémy Laprade,,,,0.0,0.0
Jérémy Minui,,,,0.0,0.0
Jérémy Pouilloux,6.2,6.2,,0.0,0.0
Jérôme Aglibert,6.8,6.8,0.0,0.0,0.0
Jérôme Amimer,7.25,8.0,1.0606601717798212,0.0,0.0
Jérôme Anger,,,,0.0,0.0
Jérôme Barthélemy,5.4,5.4,,0.0,0.0
Jérôme Bel,,,,0.0,0.0
Jérôme Bleitrach,6.666666666666667,7.7,0.7176350047203662,0.0,0.0
Jérôme Blesson,5.9,6.5,0.8485281374238568,0.0,0.0
Jérôme Boucher,,,,0.0,0.0
Jérôme Bénadiner,,,,0.0,0.0
Jérôme Cendron,,,,0.0,0.0
Jérôme Clément,6.9375,7.4,0.3622844186547359,0.0,0.0
Jérôme Cohen-Olivar,4.449999999999999,4.8,0.49497474683058307,0.0,0.0
Jérôme Corcos,5.35,6.2,0.6608075867199675,0.0,0.0
Jérôme Cornuau,4.9,4.9,,0.0,0.0
Jérôme Deschamps,5.1,5.1,,0.0,0.0
Jérôme Diamant-Berger,5.7,5.7,,0.0,0.0
Jérôme Diby,,,,0.0,0.0
Jérôme Dolbert,7.8,7.8,,0.0,0.0
Jérôme Dopffer,6.21,7.8,0.7587385653348038,0.0,0.0
Jérôme Duc-Maugé,,,,0.0,0.0
Jérôme Goulven,6.6,6.9,0.42426406871192857,0.0,0.0
Jérôme Kanapa,,,,0.0,0.0
Jérôme L'hotsky,,,,0.0,0.0
Jérôme Laffont,,,,0.0,0.0
Jérôme Laperrousaz,,,,0.0,0.0
Jérôme Larcher,6.8,6.8,,0.0,0.0
Jérôme Nunes,6.1,6.1,,0.0,0.0
Jérôme Paillard,5.6,5.6,,0.0,0.0
Jérôme Papin,,,,0.0,0.0
Jérôme Pham Van Bouvier,,,,0.0,0.0
Jérôme Pottier,,,,0.0,0.0
Jérôme Prieur,,,,0.0,0.0
Jérôme Salle,6.6,6.6,,0.0,0.0
Jérôme Schwab,6.8,6.8,,0.0,0.0
Jérôme Seydoux,6.03939393939394,7.4,0.996537566382784,0.0,0.0
Jérôme Vandewattyne,,,,0.0,0.0
Jérôme Vidal,6.023529411764706,7.5,0.9483732201543242,0.0,0.0
Jérôme Walrafen,6.2,6.2,,0.0,0.0
Jérôme de Gerlache,6.6,6.6,,0.0,0.0
Jéssica Luz,7.1,7.7,0.49665548085837813,0.0,0.0
Jéssica Rodriguez,,,,0.0,0.0
Jéssica Teixeira,,,,0.0,0.0
Jéssica Valença,,,,0.0,0.0
Jóhann Sigmarsson,5.2,5.5,0.4242640687119283,0.0,0.0
Jón Bjarki Magnússon,7.7,7.7,,0.0,0.0
Jón Fjörnir Thoroddsen,6.9,6.9,,0.0,0.0
Jón Hammer,6.7,6.7,,0.0,0.0
Jón Hermannsson,7.025,7.6,0.6075908711186061,0.0,0.0
Jón Karl Helgason,,,,0.0,0.0
Jón Ólafsson,6.1,7.6,2.1213203435596424,0.0,0.0
Jóna Finnsdóttir,5.6,6.6,1.4142135623730951,0.0,0.0
Józef Romasz,,,,0.0,0.0
József Bajusz,6.166666666666667,6.4,0.32145502536643195,0.0,0.0
József Berger,5.825,6.9,1.147357211782177,0.0,0.0
József Birinyi,,,,0.0,0.0
József Böjte,5.65,6.0,0.49497474683058307,0.0,0.0
József Cirkó,4.633333333333334,6.8,2.9297326385411573,0.0,0.0
József Czencz,7.1,7.1,,0.0,0.0
József Faragó,,,,0.0,0.0
József Fülöp,,,,0.0,0.0
József Gallai,3.675,4.7,0.8808140174482542,0.0,0.0
József Gombár,5.7,5.7,,0.0,0.0
József Marx,7.6,7.6,,0.0,0.0
József Nándori,5.1,5.1,,0.0,0.0
József Pocsai,,,,0.0,0.0
József Pólik,7.7,7.7,,0.0,0.0
József Sipos,6.366666666666667,6.9,0.5507570547286107,0.0,0.0
József Vida,7.1,7.1,,0.0,0.0
Jô Soares,6.2,6.2,,0.0,0.0
Jôichi Mizuno,5.3,5.3,,0.0,0.0
Jörg A. Eggers,,,,0.0,0.0
Jörg A. Hoppe,7.699999999999999,7.8,0.1414213562373093,0.0,0.0
Jörg A.L. Schallehn,6.5,6.5,,0.0,0.0
Jörg Altekruse,7.4,7.4,,0.0,0.0
Jörg Andre,,,,0.0,0.0
Jörg Bundschuh,6.975,8.7,1.0602258945000451,0.0,0.0
Jörg Buschka,7.7,7.7,,0.0,0.0
Jörg Buttgereit,5.8,5.8,,0.0,0.0
Jörg Daniel,5.8,5.8,0.0,0.0,0.0
Jörg Daniel Hissen,7.25,8.7,2.0506096654409878,0.0,0.0
Jörg Fockele,,,,0.0,0.0
Jörg Helbling,8.1,8.1,,0.0,0.0
Jörg Hommer,,,,0.0,0.0
Jörg Junge,8.4,8.4,,0.0,0.0
Jörg Kobel,6.6,6.6,,0.0,0.0
Jörg Kunkel,,,,0.0,0.0
Jörg Köbel,,,,0.0,0.0
Jörg Müllner,6.8,6.8,,0.0,0.0
Jörg Neumann,6.2,6.2,,0.0,0.0
Jörg Reichlin,,,,0.0,0.0
Jörg Rothe,6.8,7.9,0.725718035235908,0.0,0.0
Jörg Schmidt,6.3,6.3,,0.0,0.0
Jörg Schneider,6.2,6.2,,0.0,0.0
Jörg Schnitger,,,,0.0,0.0
Jörg Schulze,6.92,7.8,0.6140032573203498,0.0,0.0
Jörg Siepmann,6.44,8.0,0.761869046781955,0.0,0.0
Jörg Streller,,,,0.0,0.0
Jörg Tittel,5.5,5.5,,0.0,0.0
Jörg Trentmann,6.699999999999999,7.8,0.45761530208886403,0.0,0.0
Jörg Vespermann,,,,0.0,0.0
Jörg Viktor Steins-Lauss,,,,0.0,0.0
Jörg Wagner,5.6,5.6,,0.0,0.0
Jörg Winners,5.6,5.6,,0.0,0.0
Jörg Wischnauski,,,,0.0,0.0
Jörgen Carlqvist,,,,0.0,0.0
Jörn Donner,5.837142857142857,8.1,0.9088084358704224,0.0,0.0
Jörn Hartmann,4.199999999999999,5.1,1.2727922061357857,0.0,0.0
Jörn Klamroth,6.3,6.3,,0.0,0.0
Jörn Möllenkamp,7.0,7.0,,0.0,0.0
Jörn Precht,,,,0.0,0.0
Jörn Rettig,6.733333333333333,8.3,1.5044378795195683,0.0,0.0
Jörn Röver,7.125,7.6,0.492442890089805,0.0,0.0
Jörn Schoppe,8.4,8.4,,0.0,0.0
Jörn Schröder,5.8,5.8,,0.0,0.0
Jørg M. Kundinger,6.7,6.7,,0.0,0.0
Jørgen Hinsch,5.6,5.6,0.0,0.0,0.0
Jørgen Koldbæk,4.8,4.8,,0.0,0.0
Jørgen Lademann,5.933333333333334,6.5,0.7371114795831991,0.0,0.0
Jørgen Leth,7.5,8.0,0.7071067811865476,0.0,0.0
Jørgen Lorentzen,6.875,7.5,0.5188127472091125,0.0,0.0
Jørgen Nielsen,5.85,7.3,2.0506096654409873,0.0,0.0
Jørgen Pedersen,6.6,6.6,,0.0,0.0
Jørgen Rusten Nanbjør,6.7,6.7,,0.0,0.0
Jørgen Storm Rosenberg,6.125,7.2,0.7554563426924722,0.0,0.0
Jørgen Søderberg Jansen,7.1,7.1,,0.0,0.0
Jørgen Vestergaard,,,,0.0,0.0
Jørn Steen,4.4,4.4,,0.0,0.0
Júlia Araújo Albuquerque,7.2,7.2,,0.0,0.0
Júlia Berkes,6.8999999999999995,7.5,0.9539392014169462,0.0,0.0
Júlia Domingos,5.6,5.6,,0.0,0.0
Júlia Halász,6.949999999999999,7.1,0.2121320343559638,0.0,0.0
Júlia Machado,,,,0.0,0.0
Júlia Moraes,7.08,8.6,0.9148770409186142,0.0,0.0
Júlia Murat,6.833333333333333,7.2,0.472581562625261,0.0,0.0
Júlia Pacheco Jordão,,,,0.0,0.0
Júlio Alves,,,,0.0,0.0
Júlio Bressane,6.4375,7.2,0.8239947762603521,0.0,0.0
Júlio Calasso,5.5,5.5,,0.0,0.0
Júlio Graber,6.9,6.9,,0.0,0.0
Júlio Heilbron,,,,0.0,0.0
Júlio Krieger,,,,0.0,0.0
Júlio Romito,6.6,6.6,,0.0,0.0
Júlio Roriz,7.5,7.5,,0.0,0.0
Júlio Uchoa,6.2,6.9,0.7615773105863906,0.0,0.0
Júlíus Kemp,5.823076923076924,7.7,1.1966298830144086,0.0,0.0
Júnior Siqueira,6.2,6.2,,0.0,0.0
Jûzô Itami,7.15,7.9,1.0606601717798212,0.0,0.0
Jürg Hassler,,,,0.0,0.0
Jürg Mäder,,,,0.0,0.0
Jürg Neuenschwander,7.4,7.4,,0.0,0.0
Jürgen Barto,6.4,6.4,,0.0,0.0
Jürgen Becker,7.5,7.5,,0.0,0.0
Jürgen Bengsch,5.9,5.9,,0.0,0.0
Jürgen Biefang,6.85,7.2,0.49497474683058373,0.0,0.0
Jürgen Bock,6.6,6.6,,0.0,0.0
Jürgen Brüning,5.485714285714286,7.9,1.2354293643449286,0.0,0.0
Jürgen Dohme,6.475,7.8,1.5195942440884234,0.0,0.0
Jürgen Draheim,,,,0.0,0.0
Jürgen Ebert,5.4,5.4,,0.0,0.0
Jürgen Ellinghaus,,,,0.0,0.0
Jürgen G.H. Hoppmann,,,,0.0,0.0
Jürgen Goslar,5.46,6.7,0.9502631214563682,0.0,0.0
Jürgen Haase,6.32,7.6,0.7728734264634364,0.0,0.0
Jürgen Hebstreit,5.25,6.8,2.192031021678297,0.0,0.0
Jürgen Heck,,,,0.0,0.0
Jürgen Jozefowicz,,,,0.0,0.0
Jürgen Karasek,7.660000000000001,8.8,0.8820430828479981,0.0,0.0
Jürgen Kaumkötter,,,,0.0,0.0
Jürgen Kindle,,,,0.0,0.0
Jürgen Kleinig,7.3,7.3,,0.0,0.0
Jürgen Kriwitz,4.5,4.6,0.141421356237309,0.0,0.0
Jürgen Ohls,,,,0.0,0.0
Jürgen Prochnow,,,,0.0,0.0
Jürgen Reble,6.7,6.7,,0.0,0.0
Jürgen Scheer,7.4,7.4,,0.0,0.0
Jürgen Schuster,5.1,5.1,,0.0,0.0
Jürgen Sierecki,6.2,6.2,,0.0,0.0
Jürgen Staal,3.5,3.5,,0.0,0.0
Jürgen Teipel,8.8,8.8,,0.0,0.0
Jürgen Tröster,4.9,4.9,,0.0,0.0
Jürgen Vogel,6.466666666666666,6.7,0.20816659994661338,0.0,0.0
Jürgen Wohlrabe,5.9,5.9,,0.0,0.0
Jüri Lina,8.4,8.4,,0.0,0.0
K A Suresh,,,,0.0,0.0
K Babu Reddy,,,,0.0,0.0
K Bala Bhanu,,,,0.0,0.0
K Dasaradh,,,,0.0,0.0
K Khursheed,,,,0.0,0.0
K Lakshminarayanan,,,,0.0,0.0
K Maheswari,,,,0.0,0.0
K P Ravishankar,,,,0.0,0.0
K Runner,3.7,3.7,,0.0,0.0
K Sukumar,8.3,8.3,,0.0,0.0
K V Vijayakumar,6.6,6.6,,0.0,0.0
K Vijayakala Sudhakar,,,,0.0,0.0
K'Dee Miller,6.0,6.0,,0.0,0.0
K. Abhinav Reddy,6.3,6.3,,0.0,0.0
K. Adithya Ashok,5.5,5.5,,0.0,0.0
K. Ajith Kumar,,,,0.0,0.0
K. Akshay,4.3,4.3,,0.0,0.0
K. Akshay Mahesh,6.1,6.1,,0.0,0.0
K. Amarnath,5.2,5.9,0.9899494936611668,0.0,0.0
K. Anand Chakravarthy,7.4,7.4,,0.0,0.0
K. Anil Mathew,3.4,3.4,,0.0,0.0
K. Annadurai,,,,0.0,0.0
K. Annan,5.5,5.5,,0.0,0.0
K. Arunakumari,8.4,8.4,,0.0,0.0
K. Arvanitis,6.5,6.5,,0.0,0.0
K. Asher Levin,4.4,4.9,0.707106781186548,0.0,0.0
K. Asif,6.85,8.1,1.7677669529663689,0.0,0.0
K. August Reinfried,2.7,2.7,,0.0,0.0
K. Bala Muttaiah,5.8,5.8,,0.0,0.0
K. Balachander,6.959999999999999,8.1,0.7861297602813414,0.0,0.0
K. Balaji,5.75,6.7,0.7855844048495724,0.0,0.0
K. Balakrishnan,5.0,5.0,,0.0,0.0
K. Balasubramanian,,,,0.0,0.0
K. Balu,6.05,6.8,1.0606601717798212,0.0,0.0
K. Bhaskar Raj,,,,0.0,0.0
K. Bikram Singh,5.4,5.4,,0.0,0.0
K. Bray Jorstad,,,,0.0,0.0
K. Cameron Lau,,,,0.0,0.0
K. Chainani,5.3,5.3,,0.0,0.0
K. Chandra Obul Reddy,,,,0.0,0.0
K. Chandramohan,6.7,6.7,,0.0,0.0
K. Chandrasekhar,5.3,5.3,,0.0,0.0
K. Charles Wight,,,,0.0,0.0
K. Chidambara Shetty,7.2,7.2,,0.0,0.0
K. Danor Gerald,7.8,7.8,,0.0,0.0
K. David Dietz,6.1,6.1,,0.0,0.0
K. Dhandapani,5.2,5.2,,0.0,0.0
K. Elaine Brown,6.2,6.2,,0.0,0.0
K. Eshwarappa,,,,0.0,0.0
K. Eswaramoorthy,,,,0.0,0.0
K. Etienne,,,,0.0,0.0
K. Ganesh Aithal,,,,0.0,0.0
K. George Godwin,,,,0.0,0.0
K. Giagis,4.2,4.2,,0.0,0.0
K. Gopalrao,7.0,7.0,,0.0,0.0
K. Gordon Murray,5.12,6.4,1.0084641788382966,0.0,0.0
K. Gunaratnam,6.8,6.8,,0.0,0.0
K. Gurpur Umesh,,,,0.0,0.0
K. Gurunathan,5.0,5.0,,0.0,0.0
K. Hanumantha Reddy,6.4,6.4,,0.0,0.0
K. Hussain,,,,0.0,0.0
K. Ibohal Sharma,8.6,8.6,,0.0,0.0
K. Janakiram,9.0,9.0,,0.0,0.0
K. Jayaram,7.0,7.0,,0.0,0.0
K. Jayaraman,5.6,5.6,,0.0,0.0
K. Jeevan,,,,0.0,0.0
K. Josie Collier,6.8,6.8,,0.0,0.0
K. Kaarthikeyan,6.7,6.7,,0.0,0.0
K. Kanagasabai,,,,0.0,0.0
K. Kannan,,,,0.0,0.0
K. Karthik,4.4,4.4,,0.0,0.0
K. Karthikeyan,4.4,4.4,,0.0,0.0
K. Karunamoorthy,6.2,8.1,1.4322808982279183,0.0,0.0
K. Kaviraj,,,,0.0,0.0
K. Keshavan,5.5,5.5,,0.0,0.0
K. Khalid,,,,0.0,0.0
K. Khursheed,,,,0.0,0.0
K. King,3.5,3.5,0.0,0.0,0.0
K. Koteswara Rao,,,,0.0,0.0
K. Krishna Mohana Rao,5.3,5.3,,0.0,0.0
K. Krishnamraju,8.3,8.3,,0.0,0.0
K. Krishnan,,,,0.0,0.0
K. Kumar,,,,0.0,0.0
K. Lakshmana Murthy,5.5,5.5,,0.0,0.0
K. Lingamurthy,5.8,5.8,,0.0,0.0
K. Lorrel Manning,5.9,5.9,,0.0,0.0
K. Louise Duane,,,,0.0,0.0
K. Madhu,6.6,7.2,0.8485281374238568,0.0,0.0
K. Madhusudhan,,,,0.0,0.0
K. Mahantesh,,,,0.0,0.0
K. Mahendra,,,,0.0,0.0
K. Mahinder,,,,0.0,0.0
K. Mamachan,3.6,3.6,,0.0,0.0
K. Manickavasakam,,,,0.0,0.0
K. Manju,6.461111111111111,8.3,1.1525617956580279,0.0,0.0
K. Manjunath,4.7,4.7,,0.0,0.0
K. Manoharan,,,,0.0,0.0
K. Meharunnisa Rehaman,7.25,7.8,0.7778174593052021,0.0,0.0
K. Mohan,5.2,5.2,,0.0,0.0
K. Mohanakrishnan,7.6,7.6,,0.0,0.0
K. Mohanan,6.8,8.2,1.8520259177452134,0.0,0.0
K. Moore,8.1,8.1,,0.0,0.0
K. Muralitharan,6.016666666666667,8.6,1.9567288720688614,0.0,0.0
K. Mustafa,7.8,7.8,,0.0,0.0
K. Nilesh,,,,0.0,0.0
K. Niranjan Reddy,,,,0.0,0.0
K. Nithyanand,7.0,7.0,,0.0,0.0
K. Padmavathi,,,,0.0,0.0
K. Pappu,4.1,4.1,,0.0,0.0
K. Parthiban,6.9,6.9,,0.0,0.0
K. Paul West,,,,0.0,0.0
K. Pervaiz,4.3,4.3,,0.0,0.0
K. Pichandi Jaswanth,,,,0.0,0.0
K. Pottal Muthu,,,,0.0,0.0
K. Prabakaran,7.7,7.7,,0.0,0.0
K. Prabhakar,7.066666666666666,7.2,0.11547005383792538,0.0,0.0
K. Prabhakaran,7.199999999999999,7.8,0.8485281374238568,0.0,0.0
K. Prada,7.2,9.1,1.682260384126072,0.0,0.0
K. Prakash,,,,0.0,0.0
K. Prasanna,,,,0.0,0.0
K. Purushottham,,,,0.0,0.0
K. Pushparajan,5.15,5.6,0.6363961030678927,0.0,0.0
K. Radhakrishnan,7.449999999999999,7.8,0.49497474683058307,0.0,0.0
K. Raghava,,,,0.0,0.0
K. Raghava Rao,,,,0.0,0.0
K. Raghavan,7.1,7.1,,0.0,0.0
K. Raghavendra Rao,6.3875,8.2,1.0696294418428947,0.0,0.0
