primaryName,actriz_score_mean,actriz_score_max,actriz_score_std,actriz_ganador_oscar_prom,actriz_nominado_oscar_prom
Ileana D'Ambra,6.4,6.4,,0.0,0.0
Ileana D'Cruz,5.286666666666666,8.1,1.6181584538014797,0.0,0.0
Ileana Dunareanu,7.0,7.0,,0.0,0.0
Ileana Fira,6.1,6.1,,0.0,0.0
Ileana Fraia,4.25,5.0,1.0606601717798212,0.0,0.0
Ileana Gernat,6.0,6.0,,0.0,0.0
Ileana Ghione,6.3,6.3,,0.0,0.0
Ileana Grigoras,2.4,2.4,,0.0,0.0
Ileana Hernandez Illescas,5.7,5.7,,0.0,0.0
Ileana Higueras,5.2,5.2,,0.0,0.0
Ileana Huxley,4.1,4.1,,0.0,0.0
Ileana Iliescu,7.6,7.6,,0.0,0.0
Ileana Itskali,8.2,8.2,,0.0,0.0
Ileana Jaciw,,,,0.0,0.0
Ileana Jurciuc,7.4,7.4,,0.0,0.0
Ileana Kwasinski,,,,0.0,0.0
Ileana Lazariuc,6.0,6.0,,0.0,0.0
Ileana López,6.5,6.5,,0.0,0.0
Ileana Mavrodineanu,6.0,6.0,,0.0,0.0
Ileana Monti,7.8,7.8,,0.0,0.0
Ileana Neagu,7.3,7.3,,0.0,0.0
Ileana Paul,8.0,8.0,,0.0,0.0
Ileana Paulotto,,,,0.0,0.0
Ileana Popovici,6.9625,7.9,0.8551315688243531,0.0,0.0
Ileana Predescu,6.65,6.7,0.07071067811865482,0.0,0.0
Ileana Rigano,5.65,6.7,1.1733143937865362,0.0,0.0
Ileana Samoila,5.7,5.7,,0.0,0.0
Ileana Samoila Budimir,5.7,5.7,,0.0,0.0
Ileana Sandu,6.6,6.6,,0.0,0.0
Ileana Sandulescu,5.5,5.5,,0.0,0.0
Ileana Seidel,5.0,5.0,,0.0,0.0
Ileana Spalla,5.0,5.0,,0.0,0.0
Ileana Stana Ionescu,6.752631578947369,8.4,0.968026871213714,0.0,0.0
Ileana Toma,6.4,6.4,,0.0,0.0
Ileana Tonca,7.0,7.0,,0.0,0.0
Ileana Toscano,,,,0.0,0.0
Ileana Vargas,5.5,5.5,,0.0,0.0
Ileana Wilson,6.275,6.9,0.4349329450233298,0.0,0.0
Ileen Colin del Rio,,,,0.0,0.0
Ileen Getz,6.0,6.7,1.044030650891055,0.0,0.0
Ileen Wreffer,4.8,4.8,,0.0,0.0
Ilektra Alexandropoulou,6.766666666666667,8.1,1.1718930554164628,0.0,0.0
Ilektra Banakou,,,,0.0,0.0
Ilektra Gennata,,,,0.0,0.0
Ilektra Gouzeli,5.7,5.7,,0.0,0.0
Ilektra Hrysanthou,,,,0.0,0.0
Ilektra Konstantinou,,,,0.0,0.0
Ilektra Papathanasiou,5.95,6.2,0.3535533905932738,0.0,0.0
Ilektra Perraki,6.6,6.6,,0.0,0.0
Ilena Love,4.5,4.5,,0.0,0.0
Ilena de Castro,7.2,7.2,,0.0,0.0
Ilene B. Singer,4.3,4.3,,0.0,0.0
Ilene Bergelson,6.0,6.0,,0.0,0.0
Ilene Dixon,5.2,5.2,,0.0,0.0
Ilene Fins,,,,0.0,0.0
Ilene Graff,6.1,6.6,0.45460605656619535,0.0,0.0
Ilene Hamann,5.2,5.2,,0.0,0.0
Ilene Kristen,5.4799999999999995,8.0,2.1004761364985796,0.0,0.0
Ilene Latter,3.5,3.5,0.0,0.0,0.0
Ilene Murphy,7.9,7.9,,0.0,0.0
Ilene Sullivan,,,,0.0,0.0
Ilenia Calabrese,4.8,4.8,,0.0,0.0
Ilenia Citeroni,,,,0.0,0.0
Ilenia D'Avenia,,,,0.0,0.0
Ilenia Maccarrone,6.8,6.8,,0.0,0.0
Ilenia Pastorelli,5.8,7.0,0.761577310586391,0.0,0.0
Ilenia Rosati,,,,0.0,0.0
Ileyna Kiyak,3.5,3.7,0.2828427124746193,0.0,0.0
Ilfenesh Hadera,5.5,5.5,,0.0,0.0
Ilga Tomase,5.65,5.8,0.2121320343559638,0.0,0.0
Ilga Vitola,7.4,7.7,0.4242640687119292,0.0,0.0
Ilgaz Kaya,,,,0.0,0.0
Ilgin Esemenli,5.9,5.9,,0.0,0.0
Ilgin Çakir,5.3,5.3,0.0,0.0,0.0
Ilgiza Gilmanova,7.1,7.1,,0.0,0.0
Ilha Pinna,6.9,6.9,,0.0,0.0
Ilhaam Rawoot,7.0,7.0,,0.0,0.0
Ilham El-Sudaniyyah,3.1,3.1,,0.0,0.0
Ilham Karaoui,,,,0.0,0.0
Ilham Ouaziz,6.4,6.4,,0.0,0.0
Ilham Oujri,7.0,7.8,1.1313708498984758,0.0,0.0
Ilham Shaheen,5.59,8.2,1.3416015566635666,0.0,0.0
Ilhama Quliyeva,5.2,5.2,,0.0,0.0
Ilhame Ahmedova,,,,0.0,0.0
Ili Cheng,3.8,3.8,,0.0,0.0
Ili Huerta,,,,0.0,0.0
Ilia Livykou,5.066666666666667,7.4,1.2471505985183249,0.0,0.0
Ilia Lopez,5.9,6.5,0.8485281374238568,0.0,0.0
Iliana,4.2,4.2,,0.0,0.0
Iliana Acosta,4.5,4.5,,0.0,0.0
Iliana Barron,7.4,7.4,,0.0,0.0
Iliana Calabró,4.425,6.1,1.3073510112692248,0.0,0.0
Iliana Cardenas,,,,0.0,0.0
Iliana Carter,5.3,5.3,,0.0,0.0
Iliana Donatlán,6.2,6.2,,0.0,0.0
Iliana Fischer,5.2,5.2,,0.0,0.0
Iliana Fox,5.144444444444444,6.6,0.9153020145163989,0.0,0.0
Iliana G. Wrinkle,3.2,3.2,,0.0,0.0
Iliana Garcia,6.050000000000001,6.2,0.21213203435596445,0.0,0.0
Iliana García,6.9,7.3,0.5656854249492382,0.0,0.0
Iliana Guibert,,,,0.0,0.0
Iliana Hernández,,,,0.0,0.0
Iliana Isabella Perez,,,,0.0,0.0
Iliana Khelifa,,,,0.0,0.0
Iliana Kitanova,6.459999999999999,7.1,0.6877499545619759,0.0,0.0
Iliana Kodjabasheva,,,,0.0,0.0
Iliana Lazarova,4.75,5.4,0.9192388155425123,0.0,0.0
Iliana León,6.9,6.9,,0.0,0.0
Iliana Lolic,6.1000000000000005,7.4,0.7694153624668538,0.0,0.0
Iliana Mega,6.8,6.8,,0.0,0.0
Iliana Norris,,,,0.0,0.0
Iliana Panaiotova-Franklin,5.7,5.7,,0.0,0.0
Iliana Puente-Arroyo,,,,0.0,0.0
Iliana Ross,4.1,4.1,,0.0,0.0
Iliana Selimska,7.1,7.1,,0.0,0.0
Iliana Tzvetkova,,,,0.0,0.0
Iliana Zabeth,6.211111111111111,8.0,1.0445626410661597,0.0,0.0
Iliana Zoelie Rarick-Kollman,7.7,7.7,,0.0,0.0
Iliana de la Garza,5.4,5.4,,0.0,0.0
Ilianna Mavromati,6.3,6.3,,0.0,0.0
Ilianna Totti,3.5,3.5,,0.0,0.0
Ilid Kaolo,7.5,7.5,,0.0,0.0
Ilii Neang,,,,0.0,0.0
Ilijana Knezevic,5.7,5.7,,0.0,0.0
Ilika Bandyopadhyay,6.4,6.4,,0.0,0.0
Ilina Agova,7.2,7.2,,0.0,0.0
Ilinca Florian,,,,0.0,0.0
Ilinca Goia,6.2,7.3,1.4866068747318502,0.0,0.0
Ilinca Harnut,6.85,8.1,1.3127579111676808,0.0,0.0
Ilinca Manolache,7.2,7.2,,0.0,0.0
Ilinca Nicola,5.4,5.4,,0.0,0.0
Ilinca Sava,,,,0.0,0.0
Ilinca Tomoroveanu,6.685714285714285,7.3,0.44880794492585746,0.0,0.0
Ilinca Vandici,7.9,7.9,,0.0,0.0
Iling Kao,5.666666666666667,6.1,0.3785938897200178,0.0,0.0
Ilinka Dusanovic,5.2,5.2,,0.0,0.0
Ilinka Lony,,,,0.0,0.0
Iliona Blanc,4.6,4.6,,0.0,0.0
Iliona Thiriet,,,,0.0,0.0
Ilirda Bejleri,7.1,7.1,,0.0,0.0
Ilire Vinca Celaj,6.666666666666667,6.8,0.23094010767585,0.0,0.0
Ilirida Memedovski,5.3,5.3,,0.0,0.0
Ilis Hawley,,,,0.0,0.0
Ilisia Sheri,6.4,6.4,,0.0,0.0
Ilisie Luminita,,,,0.0,0.0
Ilissa Mayrose,6.0,6.0,,0.0,0.0
Ilithya Manzanilla,5.275,6.4,1.1324751652906127,0.0,0.0
Iliyana Apostolova,5.1,5.1,,0.0,0.0
Iliza Shlesinger,6.6,7.0,0.5656854249492376,0.0,0.0
Ilja John Lappin,,,,0.0,0.0
Iljusjva Nakhsjunova,,,,0.0,0.0
Ilka Bessin,5.25,5.4,0.21213203435596475,0.0,0.0
Ilka Hügel,,,,0.0,0.0
Ilka Köster,,,,0.0,0.0
Ilka Normile,6.4,6.4,,0.0,0.0
Ilka Soares,7.3,7.3,,0.0,0.0
Ilka Teichmüller,7.1,7.1,,0.0,0.0
Ilka Welz,6.6,6.6,,0.0,0.0
Ilka Windish,6.3,6.3,,0.0,0.0
Ilka Zafirova,6.5625,8.0,1.0032447358446492,0.0,0.0
Ilka Zanotto,7.8,7.8,,0.0,0.0
Ilkay Baris,2.2,2.2,,0.0,0.0
Ilkay Demir,7.3,7.3,,0.0,0.0
Ilkay Gün,3.3,3.3,,0.0,0.0
Ilkay Saran,6.1,6.3,0.28284271247461834,0.0,0.0
Ilkay Silk,7.4,7.4,,0.0,0.0
Ilke Al,3.8,3.8,,0.0,0.0
Ilke Ketboga,4.95,6.3,1.9091883092036783,0.0,0.0
Ilke König,,,,0.0,0.0
Ilke Üner,7.0,7.0,,0.0,0.0
Ilknur Avci,4.75,6.0,1.7677669529663689,0.0,0.0
Ilknur Aygün,3.2,3.2,,0.0,0.0
Ilknur Bahadir,6.266666666666667,6.5,0.2516611478423584,0.0,0.0
Ilknur Bektas,,,,0.0,0.0
Ilknur Berkmen,5.1,5.1,,0.0,0.0
Ilknur Boyraz,6.266666666666667,6.4,0.152752523165195,0.0,0.0
Ilknur Bozkurt,6.3,6.3,,0.0,0.0
Ilknur Danisman,,,,0.0,0.0
Ilknur Duru,4.8,4.8,,0.0,0.0
Ilknur Kahraman,5.3,5.3,,0.0,0.0
Ilknur Karabulut,4.6,4.6,,0.0,0.0
Ilknur Külahlioglu,5.7,5.7,,0.0,0.0
Ilknur Ozgur,5.3,5.3,,0.0,0.0
Ilknur Soydas,2.9,2.9,,0.0,0.0
Ilknur Taçbas,4.771428571428571,5.7,0.6499084184567488,0.0,0.0
Ilknur Yagiz,7.1,7.1,,0.0,0.0
Illa Pandey,,,,0.0,0.0
Illa Schöppe,6.7,6.7,,0.0,0.0
Illana Diamant,4.8,5.1,0.2999999999999998,0.0,0.0
Illavarsi,5.7,5.7,0.0,0.0,0.0
Illeana Douglas,5.909090909090909,8.3,1.0478811804243486,0.0,0.0
Illfie,6.5,6.5,,0.0,0.0
Illiana Hodgins,4.5,4.5,,0.0,0.0
Illona Linthwaite,8.3,8.3,,0.0,0.0
Illse Roos,6.175,7.1,0.6994045086119093,0.0,0.0
Illya Shanell,5.3,5.3,,0.0,0.0
Illya Souvern,4.65,4.8,0.21213203435596445,0.0,0.0
Illyana Jiménez,4.1,4.1,,0.0,0.0
Illyria Brant,4.0,4.0,,0.0,0.0
Illyse Singer,6.0,6.0,,0.0,0.0
Ilma Conceição,5.5,5.5,,0.0,0.0
Ilma De witte,7.1,7.1,,0.0,0.0
Ilma Hárshegyi,,,,0.0,0.0
Ilmara Moreno,4.4,4.4,,0.0,0.0
Ilmira Rahimjanova,8.2,8.6,0.5656854249492376,0.0,0.0
Ilmur Kristjánsdóttir,6.142857142857143,7.4,0.7590721152765898,0.0,0.0
Ilmur María Arnarsdóttir,,,,0.0,0.0
Ilo Geißler,6.5,6.5,,0.0,0.0
Ilona Agathe Bastian,5.7,5.7,,0.0,0.0
Ilona Agárdy,8.0,8.0,,0.0,0.0
Ilona Alexandra,4.9,4.9,,0.0,0.0
Ilona Almansa,,,,0.0,0.0
Ilona Arsentyeva,5.7,6.4,0.9899494936611668,0.0,0.0
Ilona Bachelier,5.9399999999999995,6.9,0.8018728078691783,0.0,0.0
Ilona Balsyte,6.833333333333333,8.3,1.5567059238447494,0.0,0.0
Ilona Bartosinska,5.6,5.6,,0.0,0.0
Ilona Belyaeva,5.7,5.7,,0.0,0.0
Ilona Bencze,5.95,7.0,0.7852812659593165,0.0,0.0
Ilona Biletska,,,,0.0,0.0
Ilona Bistey,7.8,7.8,,0.0,0.0
Ilona Brezoianu,6.3,7.3,0.9092121131323906,0.0,0.0
Ilona Bruvere,6.3,6.3,,0.0,0.0
Ilona Brömmer-Weiß,6.4,6.4,,0.0,0.0
Ilona Béres,7.357142857142857,8.3,0.6381635740566426,0.0,0.0
Ilona Bíró,,,,0.0,0.0
Ilona Cabley,,,,0.0,0.0
Ilona Cabrera,6.9,6.9,,0.0,0.0
Ilona Chevakova,4.866666666666666,6.1,1.721433511156714,0.0,0.0
Ilona Chojnowska,2.4,2.4,,0.0,0.0
Ilona Christina Schulz,7.2,7.2,,0.0,0.0
Ilona Concetta,,,,0.0,0.0
Ilona Coulon,5.6,5.6,,0.0,0.0
Ilona Csáková,5.8,5.8,,0.0,0.0
Ilona Dajbukát,6.9,7.8,1.272792206135785,0.0,0.0
Ilona Danho,8.4,8.4,,0.0,0.0
Ilona Del Marle,5.2,5.2,,0.0,0.0
Ilona Ditze,,,,0.0,0.0
Ilona Drash,5.366666666666667,7.0,1.4224392195567908,0.0,0.0
Ilona Dulaski,,,,0.0,0.0
Ilona Elkin,5.35,6.1,0.704745817062199,0.0,0.0
Ilona Falvy,7.3,7.3,,0.0,0.0
Ilona Fass,5.3,5.3,,0.0,0.0
Ilona Felicjanska,,,,0.0,0.0
Ilona Frankowska,6.4,6.4,,0.0,0.0
Ilona Garcen,5.2,5.2,,0.0,0.0
Ilona Garib,9.0,9.0,,0.0,0.0
Ilona Golikova,,,,0.0,0.0
Ilona Granet,,,,0.0,0.0
Ilona Grundmann,,,,0.0,0.0
Ilona Grübel,6.15,7.0,0.5802298395176404,0.0,0.0
Ilona Gurnik,6.640000000000001,6.9,0.29664793948382656,0.0,0.0
Ilona Gyaloki,7.3,7.3,,0.0,0.0
Ilona Györi,7.0,7.0,,0.0,0.0
Ilona Habib,,,,0.0,0.0
Ilona Halberstadt,6.6,6.6,,0.0,0.0
Ilona Hansen,6.9,6.9,,0.0,0.0
Ilona Hiltunen,,,,0.0,0.0
Ilona Huhta,5.949999999999999,6.8,1.202081528017131,0.0,0.0
Ilona Ivancsics,6.5,6.5,,0.0,0.0
Ilona Jirotková,6.566666666666666,7.4,1.193035344544885,0.0,0.0
Ilona Kassai,6.7,7.4,0.8888194417315587,0.0,0.0
Ilona Kerdmann,5.0,5.0,,0.0,0.0
Ilona Keserû,6.1,6.1,,0.0,0.0
Ilona Korsós,7.6,7.6,,0.0,0.0
Ilona Kubásková,6.050000000000001,6.7,0.9192388155425113,0.0,0.0
Ilona Kulinska,6.3,6.3,,0.0,0.0
Ilona Kun,5.8,5.8,,0.0,0.0
Ilona Kusmierska,7.0200000000000005,7.9,0.7918333157931662,0.0,0.0
Ilona Kállay,6.745454545454546,8.0,0.8594924506517047,0.0,0.0
Ilona Lewanowski,6.7,6.7,,0.0,0.0
Ilona Lys,5.1,5.1,,0.0,0.0
Ilona Maitra,6.4,6.4,,0.0,0.0
Ilona Margolis,5.0,5.0,,0.0,0.0
Ilona Marino,5.7,5.7,,0.0,0.0
Ilona Mayer,6.8,6.8,,0.0,0.0
Ilona Medveczky,6.533333333333334,7.2,0.8326663997864533,0.0,0.0
Ilona Mikke,5.8,5.8,,0.0,0.0
Ilona Minchom,6.8,6.8,,0.0,0.0
Ilona Molnar,3.7,3.7,,0.0,0.0
Ilona Muntyan,,,,0.0,0.0
Ilona Nagy,5.666666666666667,6.1,0.40414518843273783,0.0,0.0
Ilona Ostrowska,5.314285714285715,6.7,1.1066896153673373,0.0,0.0
Ilona Ozola,6.6,7.1,0.7071067811865476,0.0,0.0
Ilona Petényi,7.35,7.5,0.21213203435596445,0.0,0.0
Ilona Pukkila,7.05,7.5,0.636396103067893,0.0,0.0
Ilona Raytman,,,,0.0,0.0
Ilona Rodgers,6.275,6.9,0.8015609770940699,0.0,0.0
Ilona Rubashevsky,6.2,6.2,,0.0,0.0
Ilona Saic,7.5,8.1,0.8485281374238566,0.0,0.0
Ilona Schult,5.5,5.5,,0.0,0.0
Ilona Schulz,5.7,6.3,0.621825270205921,0.0,0.0
Ilona Schütze,6.9,6.9,,0.0,0.0
Ilona Semrádová Dusková,,,,0.0,0.0
Ilona Shevnina,5.6,6.3,0.9899494936611658,0.0,0.0
Ilona Staller,4.9,6.3,0.7702813338860894,0.0,0.0
Ilona Stawinska,7.3,7.3,,0.0,0.0
Ilona Struzik,7.9,7.9,,0.0,0.0
Ilona Svobodová,5.34,6.9,1.5109599597606813,0.0,0.0
Ilona Szathmáry,,,,0.0,0.0
Ilona Tasnádi,6.8,6.8,,0.0,0.0
Ilona Vanková,5.9,5.9,,0.0,0.0
Ilona Volkun,,,,0.0,0.0
Ilona Wiedem,4.7,4.7,,0.0,0.0
Ilona Wiest,,,,0.0,0.0
Ilona Wilson,5.8,5.8,,0.0,0.0
Ilona von Halem,7.1,7.1,,0.0,0.0
Ilonah Jean,5.8428571428571425,6.9,1.0373960074101294,0.0,0.0
Ilonah Marquez,6.800000000000001,7.2,0.5656854249492382,0.0,0.0
Ilone Wals,4.1,4.1,,0.0,0.0
Ilonka Dognar,7.4,7.4,,0.0,0.0
Ilonka Ilieva,7.1,7.1,,0.0,0.0
Ilonka List,5.0,5.0,,0.0,0.0
Ilonka Princz,5.0,5.0,,0.0,0.0
Ilonna Danchenko,,,,0.0,0.0
Ilonna Grimaudo,,,,0.0,0.0
Ilonya Komesaroff,,,,0.0,0.0
Ilor Harpaz,6.266666666666667,8.5,2.746512940681935,0.0,0.0
Ilova Miller Dorfer,6.0,6.0,,0.0,0.0
Ilsa Dauvarte,6.1,6.1,,0.0,0.0
Ilsa K. Morales,,,,0.0,0.0
Ilsa Levine,3.0,3.0,,0.0,0.0
Ilsa Martinez,3.5,3.5,,0.0,0.0
Ilsa Pravina Elena Ortiz Peterson,8.2,8.2,,0.0,0.0
Ilsa Ryan-Gorman,,,,0.0,0.0
Ilsa Vega,8.3,8.3,,0.0,0.0
Ilse,4.3,4.3,,0.0,0.0
Ilse Apestegui,5.9,5.9,,0.0,0.0
Ilse Bahrs,6.233333333333333,7.2,1.5885003409925138,0.0,0.0
Ilse Bastubbe,6.5,6.8,0.4242640687119283,0.0,0.0
Ilse Bautista,8.7,8.7,,0.0,0.0
Ilse Bendin,6.466666666666666,6.9,0.7505553499465139,0.0,0.0
Ilse Bischofova,7.3,7.3,,0.0,0.0
Ilse Bloem,7.3,7.3,,0.0,0.0
Ilse Brandtner,,,,0.0,0.0
Ilse Brustellin,7.0,7.0,,0.0,0.0
Ilse Burkert,6.6,6.6,,0.0,0.0
Ilse Böttcher,8.0,8.0,,0.0,0.0
Ilse Cotrim,5.220000000000001,6.5,1.0709808588392231,0.0,0.0
Ilse De Koe,7.65,8.6,1.3435028842544403,0.0,0.0
Ilse De Meulemeester,6.1,6.1,,0.0,0.0
Ilse De Rauw,,,,0.0,0.0
Ilse Dorine,,,,0.0,0.0
Ilse Earl,5.35,6.3,1.3435028842544403,0.0,0.0
Ilse Eerens,,,,0.0,0.0
Ilse Frankhauser,,,,0.0,0.0
Ilse Fürstenberg,6.5,7.6,1.5556349186104041,0.0,0.0
Ilse Garzaner,6.8,7.3,0.6999999999999998,0.0,0.0
Ilse Hanel,5.9,5.9,,0.0,0.0
Ilse Heus,6.7,6.7,0.0,0.0,0.0
Ilse Hugman,6.2,6.2,,0.0,0.0
Ilse Kiewiet,6.4,6.4,,0.0,0.0
Ilse Klink,7.05,8.1,1.1,0.0,0.0
Ilse Koch,4.0,4.0,,0.0,0.0
Ilse Kuen,5.6,5.6,,0.0,0.0
Ilse Künkele,6.6000000000000005,6.8,0.17320508075688762,0.0,0.0
Ilse La Monaca,3.5500000000000003,4.4,1.2020815280171309,0.0,0.0
Ilse Lang,3.0,3.0,,0.0,0.0
Ilse Lausch,6.6,6.6,,0.0,0.0
Ilse Liepa,4.85,5.5,0.9192388155425113,0.0,0.0
Ilse Losa,,,,0.0,0.0
Ilse Manfrino,5.6,5.6,,0.0,0.0
Ilse Marques,3.35,3.5,0.21213203435596414,0.0,0.0
Ilse Matheis,,,,0.0,0.0
Ilse Neubauer,6.1,7.8,1.5340577998671798,0.0,0.0
Ilse Oppelt,6.066666666666666,6.6,0.923760430703401,0.0,0.0
Ilse Orozco,6.7,6.7,,0.0,0.0
Ilse Ortabasi,8.1,8.1,,0.0,0.0
Ilse Pagé,5.933333333333334,6.9,0.7933547533770013,0.0,0.0
Ilse Peternell,5.325,6.0,0.6994045086119095,0.0,0.0
Ilse Potgieter,,,,0.0,0.0
Ilse Rande,5.2,6.3,0.7641989269817121,0.0,0.0
Ilse Rijnders,,,,0.0,0.0
Ilse Ritter,6.133333333333333,7.6,1.2701705922171762,0.0,0.0
Ilse Roth,,,,0.0,0.0
Ilse Salas,6.483333333333333,7.5,0.9495613022162741,0.0,0.0
Ilse Scheer,,,,0.0,0.0
Ilse Schörner,6.9,6.9,,0.0,0.0
Ilse Seemann,8.1,8.1,,0.0,0.0
Ilse Steppat,5.6875,7.0,0.9672309518856984,0.0,0.0
Ilse Strambowski,7.1,7.1,,0.0,0.0
Ilse Sørensen,6.3,6.3,,0.0,0.0
Ilse Van Hoecke,5.7,6.0,0.4242640687119283,0.0,0.0
Ilse Voigt,6.9125,7.5,0.4421942042651779,0.0,0.0
Ilse Warringa,5.357142857142857,6.2,0.7207800007795789,0.0,0.0
Ilse Werner,5.85,7.5,2.3334523779156062,0.0,0.0
Ilse Zaal,5.2,5.2,,0.0,0.0
Ilse Zamarripa,5.4,5.4,,0.0,0.0
Ilse Zielstorff,6.3999999999999995,7.8,1.1224972160321824,0.0,0.0
Ilse de Vis,2.4,2.4,,0.0,0.0
Ilse van Niewenhuizen,,,,0.0,0.0
Ilse von Glatz,3.7,3.7,,0.0,0.0
Ilsemarie Schnering,6.0,6.0,,0.0,0.0
Iluminada Mabanglo,6.8,6.8,,0.0,0.0
Iluminada Sebastián,6.3,6.3,,0.0,0.0
Ilus Vay,6.5,6.5,,0.0,0.0
Ilva Centere,5.0,5.0,,0.0,0.0
Ilva Holmes,6.7,6.7,,0.0,0.0
Ilva Melchior,3.4,3.4,,0.0,0.0
Ilva Niño,6.68,7.1,0.31937438845342603,0.0,0.0
Ilvea Benatti,5.5,5.5,,0.0,0.0
Ilvi Dulack,6.9,6.9,,0.0,0.0
Ilvia Carpi,5.0,5.0,,0.0,0.0
Ilvy Steinbach,5.4,5.4,,0.0,0.0
Ilya Malakhova,,,,0.0,0.0
Ilya Sigma,7.9,7.9,,0.0,0.0
Ilyana Eberhardt,,,,0.0,0.0
Ilyana Pavlova,5.9,6.0,0.14142135623730995,0.0,0.0
Ilyana Peyron,5.3,5.3,,0.0,0.0
Ilyasah Shabazz,,,,0.0,0.0
Ilyse Levy,8.1,8.1,,0.0,0.0
Ilyssa Fradin,5.933333333333334,6.3,0.3511884584284249,0.0,0.0
Ilyushina V.,,,,0.0,0.0
Ilza Barbosa,,,,0.0,0.0
Ilza Ponko,4.7,4.7,,0.0,0.0
Ilze Adumane,,,,0.0,0.0
Ilze Black,6.8,6.8,,0.0,0.0
Ilze Blauberga,6.9,6.9,,0.0,0.0
Ilze Busa,,,,0.0,0.0
Ilze Esterhuyse,6.6,6.6,,0.0,0.0
Ilze Grosvalde,,,,0.0,0.0
Ilze Jaudzema,,,,0.0,0.0
Ilze Klavina,6.8,6.8,,0.0,0.0
Ilze Kuzule,,,,0.0,0.0
Ilze Körting,5.0,5.0,,0.0,0.0
Ilze Pukinska,5.7,5.7,,0.0,0.0
Ilze Rudolfa,5.7,5.9,0.2828427124746193,0.0,0.0
Ilze Schmidt,3.8,3.8,,0.0,0.0
Ilze Vazdika,6.875,7.4,0.51234753829798,0.0,0.0
Ilça Moreno Zego,,,,0.0,0.0
Im Eun-Ji,6.300000000000001,6.4,0.1414213562373093,0.0,0.0
Im Jin-ah,5.7,6.6,0.7810249675906651,0.0,0.0
Im Mi-yeon,6.6,6.6,,0.0,0.0
Im Ok-Gyoon,6.0,6.0,,0.0,0.0
Im Seo-yeon,6.0,6.0,,0.0,0.0
Im She-mi,,,,0.0,0.0
Im So-young,6.3,7.0,0.9899494936611668,0.0,0.0
Im Soo-hyang,7.1,7.1,,0.0,0.0
Im Sung Eon,6.1,6.1,,0.0,0.0
Im Ye-jin,5.925,7.7,1.4007650970604806,0.0,0.0
Im Yeon-bi,,,,0.0,0.0
Im Yoon-ah,6.85,7.0,0.2121320343559638,0.0,0.0
Im You-lim,,,,0.0,0.0
Im-Sook An,6.3,6.8,0.7071067811865476,0.0,0.0
Ima De Ranedo,6.4,6.8,0.5656854249492376,0.0,0.0
Ima Ghoul,4.6,4.6,,0.0,0.0
Ima Obong Ekpong,,,,0.0,0.0
Ima Ranedo,6.9,6.9,,0.0,0.0
Imaan Haider,,,,0.0,0.0
Imaan Hammam,5.2,5.2,,0.0,0.0
Imaan Rizwan,,,,0.0,0.0
Imabong Effiong,,,,0.0,0.0
Imaculate Shantel,,,,0.0,0.0
Imade Osawaru,,,,0.0,0.0
Imaine Lodani,,,,0.0,0.0
Imaj,5.3,5.3,,0.0,0.0
Imajyn Cardinal,6.2,6.4,0.2828427124746193,0.0,0.0
Imali Perera,6.35,7.2,1.2020815280171306,0.0,0.0
Imalu,6.4,6.4,,0.0,0.0
Iman,5.626666666666667,8.0,1.0477640592278032,0.0,0.0
Iman Abdel Hassan,5.5,5.5,,0.0,0.0
Iman Abdulrahman,3.2,3.2,,0.0,0.0
Iman Al Gaber,7.4,7.4,,0.0,0.0
Iman Al-Bulushi,6.1,6.1,,0.0,0.0
Iman Al-Kitbi,,,,0.0,0.0
Iman Ali,7.95,8.3,0.6350852961085889,0.0,0.0
Iman Ampatuan,6.5,6.5,,0.0,0.0
Iman Artwell-Freeman,5.4,5.4,,0.0,0.0
Iman Baysayeva,,,,0.0,0.0
Iman Boujelouah,,,,0.0,0.0
Iman Corinne Adrienne,6.525,7.5,0.83623305022327,0.0,0.0
Iman El-Sayyed,3.9,7.2,1.5269016246728442,0.0,0.0
Iman Haji,6.7,6.7,,0.0,0.0
Iman Hajj Ali,5.2,5.2,,0.0,0.0
Iman Hayani,3.3,3.3,,0.0,0.0
Iman Karram,3.1,3.1,,0.0,0.0
Iman Le Caire,,,,0.0,0.0
Iman Meskini,,,,0.0,0.0
Iman Mireille Kamel,,,,0.0,0.0
Iman Nasuhanowa,6.6,6.6,,0.0,0.0
Iman Oun,6.5,6.5,,0.0,0.0
Iman Perez,5.4,5.4,,0.0,0.0
Iman Salam,6.9,6.9,,0.0,0.0
Iman Vellani,,,,0.0,0.0
Iman Younis,2.5,2.5,,0.0,0.0
Iman Zarkaly,3.8,3.8,,0.0,0.0
Imane,,,,0.0,0.0
Imane Bess,,,,0.0,0.0
Imane Bouaanani,8.2,8.2,,0.0,0.0
Imane El Mechrafi,6.75,6.9,0.21213203435596475,0.0,0.0
Imane Fettah,,,,0.0,0.0
Imane Laurence,,,,0.0,0.0
Imane Nakhad,6.5,6.5,,0.0,0.0
Imani Aigheyisi,8.2,8.2,,0.0,0.0
Imani Armand,,,,0.0,0.0
Imani Bonner,,,,0.0,0.0
Imani Brown,7.9,7.9,,0.0,0.0
Imani Cargill,6.4,6.4,,0.0,0.0
Imani De Caestecker,6.3,6.3,,0.0,0.0
Imani Hakim,5.800000000000001,5.9,0.1414213562373093,0.0,0.0
Imani Haze,,,,0.0,0.0
Imani Lewis,7.0,7.3,0.43588989435406733,0.0,0.0
