primaryName,actriz_score_mean,actriz_score_max,actriz_score_std,actriz_ganador_oscar_prom,actriz_nominado_oscar_prom
Anika Horvat,6.45,6.7,0.3535533905932738,0.0,0.0
Anika Jahn,6.5,6.5,,0.0,0.0
Anika Jennie Ji,4.433333333333334,5.3,0.901849950564579,0.0,0.0
Anika Julien,4.5,4.5,,0.0,0.0
Anika Kabir Shokh,7.3,9.0,2.4041630560342617,0.0,0.0
Anika Kin,5.4,5.4,,0.0,0.0
Anika Knudsen,5.7,5.7,,0.0,0.0
Anika Kunik,5.949999999999999,7.1,1.6263455967290594,0.0,0.0
Anika Liekefett,,,,0.0,0.0
Anika Lore Hatch,8.2,8.2,,0.0,0.0
Anika Mauer,6.266666666666667,7.1,1.274100990241093,0.0,0.0
Anika May,,,,0.0,0.0
Anika Menger,6.5,6.5,,0.0,0.0
Anika Neubauer,1.8,1.8,,0.0,0.0
Anika Noni Rose,6.042857142857143,7.7,1.3534652311264341,0.0,0.0
Anika Ouellette,6.8,6.8,0.0,0.0,0.0
Anika Paulette,5.5,5.5,,0.0,0.0
Anika Pavel,4.5,4.5,,0.0,0.0
Anika Radhakrishnan,5.8,5.8,,0.0,0.0
Anika Ramya,,,,0.0,0.0
Anika Rao,8.0,8.0,,0.0,0.0
Anika Reitman,5.5,5.8,0.4242640687119283,0.0,0.0
Anika Romano,9.8,9.8,0.0,0.0,0.0
Anika Teja,,,,0.0,0.0
Anika Zaman,,,,0.0,0.0
Anike Tourse,,,,0.0,0.0
Aniket Wagh,,,,0.0,0.0
Anikha Surendran,6.044444444444444,7.3,1.0560671274960591,0.0,0.0
Anikie Maguire,5.7,5.7,,0.0,0.0
Anikka Camaya,,,,0.0,0.0
Aniko Bärkanyi,7.5,7.5,,0.0,0.0
Aniko Kaszas,4.4,4.4,,0.0,0.0
Anikriti Chauhan,7.0,7.0,,0.0,0.0
Anikó Artner,7.35,7.5,0.21213203435596445,0.0,0.0
Anikó Csaplár,5.7,5.7,,0.0,0.0
Anikó Donáth,6.2,6.8,0.7937253933193769,0.0,0.0
Anikó Eke,,,,0.0,0.0
Anikó Eperjes,9.0,9.0,,0.0,0.0
Anikó Felföldi,,,,0.0,0.0
Anikó Für,6.433333333333334,7.4,0.9604686356149272,0.0,0.0
Anikó Gáti,,,,0.0,0.0
Anikó Iván,7.5,7.5,,0.0,0.0
Anikó Jankovics,7.4,7.5,0.14142135623730995,0.0,0.0
Anikó Kenéz,5.1,5.1,,0.0,0.0
Anikó Kiss,6.1,7.2,1.5556349186104044,0.0,0.0
Anikó Lengyel,4.7,4.7,,0.0,0.0
Anikó Nagy,7.45,7.5,0.0707106781186545,0.0,0.0
Anikó Szigeti,6.9,6.9,,0.0,0.0
Anikó Sáfár,6.871428571428572,7.8,0.7718252948137196,0.0,0.0
Anikó Tóth,,,,0.0,0.0
Anikó Varga,6.8999999999999995,8.2,0.839047078536121,0.0,0.0
Anikó Zsalakovics,7.6,7.6,,0.0,0.0
Anil Abdollahi,,,,0.0,0.0
Anil Horn,4.4,4.4,,0.0,0.0
Anila,5.84,8.6,1.9806564568344505,0.0,0.0
Anila Akua,,,,0.0,0.0
Anila Bisha,6.733333333333333,8.2,1.4306175822583287,0.0,0.0
Anila Kardhashi,8.0,8.0,,0.0,0.0
Anila Luzi,,,,0.0,0.0
Anila Sreekumar,6.95,8.5,2.192031021678297,0.0,0.0
Anilena Guryeva,6.3,6.3,,0.0,0.0
Anilza Leoni,6.8,7.5,0.9451631252505216,0.0,0.0
Anilú Pardo,5.642857142857143,6.6,0.8904252595569955,0.0,0.0
Anima Misa,7.0,7.8,0.5597618541248884,0.0,0.0
Anima Pagare,6.65,6.7,0.07071067811865545,0.0,0.0
Anima Pedini,,,,0.0,0.0
Animari Dimitrova,,,,0.0,0.0
Anina Abt-Stein,4.85,5.5,0.919238815542512,0.0,0.0
Anina Conradie,,,,0.0,0.0
Anina Gutierrez,,,,0.0,0.0
Anina Karma Kjeldsen,4.4,4.4,,0.0,0.0
Anina Mutter,,,,0.0,0.0
Anina Net,,,,0.0,0.0
Anindhita Asmarani,,,,0.0,0.0
Anindi Zharfa,7.6,7.6,,0.0,0.0
Anindita Bannerjee,6.4,6.4,,0.0,0.0
Anindita Bhattacharya,6.9,6.9,,0.0,0.0
Anindita Bose,6.266666666666667,7.8,0.6964194138592062,0.0,0.0
Anindita Chatterjee,8.1,8.1,,0.0,0.0
Anindita Das,8.1,8.1,,0.0,0.0
Anindita Mimi,,,,0.0,0.0
Anindita Nayar,4.9,5.4,0.7071067811865476,0.0,0.0
Anindita Raychaudhury,,,,0.0,0.0
Anindya Krisna,7.1,7.1,,0.0,0.0
Anindya Putri,7.0,7.0,0.0,0.0,0.0
Anine Christiansen,4.9,4.9,,0.0,0.0
Anine Eckhoff,5.4,5.4,,0.0,0.0
Aninha,5.9,5.9,,0.0,0.0
Aninha Bimba,6.1,6.1,,0.0,0.0
Aninka Uusitupa,4.8,4.8,,0.0,0.0
Aniouta Florent,5.2,5.2,,0.0,0.0
Aniouta Maïdel,5.5,5.5,,0.0,0.0
Anique Mercier,4.4,4.4,,0.0,0.0
Anique Nagel,,,,0.0,0.0
Anirban Das,7.8,7.8,,0.0,0.0
Anirban Dutta,7.8,7.8,,0.0,0.0
Aniria Turney,7.0,7.0,,0.0,0.0
Anis Doroftei,5.666666666666667,6.2,0.4725815626252606,0.0,0.0
Anis Sabyan,6.7,6.7,,0.0,0.0
Anisa Al Raissi,,,,0.0,0.0
Anisa Alamia,,,,0.0,0.0
Anisa Butt,6.6,8.2,2.2627416997969516,0.0,0.0
Anisa Dickens,8.4,8.4,,0.0,0.0
Anisa Farrow,3.2,3.2,,0.0,0.0
Anisa Ikarri,8.0,8.0,,0.0,0.0
Anisa Ismaili,6.4,6.4,,0.0,0.0
Anisa Kaddour,,,,0.0,0.0
Anisa Maggiore,,,,0.0,0.0
Anisa Mahama,,,,0.0,0.0
Anisa Markarian,7.133333333333333,8.7,1.6563010998406456,0.0,0.0
Anisa Mhlungula,7.5,7.5,,0.0,0.0
Anisa Nugraha,,,,0.0,0.0
Anisa Nyell Johnson,6.1,6.4,0.42426406871192857,0.0,0.0
Anisa Paturi,,,,0.0,0.0
Anisa Perk,,,,0.0,0.0
Anisa Rahma,5.733333333333333,6.3,0.8144527815247077,0.0,0.0
Anisabel Agnelli,6.1,6.1,,0.0,0.0
Anisah Yogapathy,5.5,5.5,,0.0,0.0
Anisbel Lopez,6.2,6.2,,0.0,0.0
Anise Labrum,,,,0.0,0.0
Anise Smith,8.0,8.0,,0.0,0.0
Anisha Adusumilli,6.033333333333334,7.4,1.2662279942148382,0.0,0.0
Anisha Alla,,,,0.0,0.0
Anisha Ambrose,6.17,8.0,1.178558441486887,0.0,0.0
Anisha Angelroth,,,,0.0,0.0
Anisha Bano,7.3,7.3,,0.0,0.0
Anisha Cheema,,,,0.0,0.0
Anisha Deshmukh,,,,0.0,0.0
Anisha Kapoor,3.8,3.8,,0.0,0.0
Anisha Khatun,,,,0.0,0.0
Anisha Mondol,5.2,5.2,,0.0,0.0
Anisha Newbill,6.3,6.3,,0.0,0.0
Anisha Seena,6.1,8.6,3.5355339059327378,0.0,0.0
Anisha Sharma,,,,0.0,0.0
Anisha Verma,,,,0.0,0.0
Anisha Victor,5.65,6.7,1.4849242404917498,0.0,0.0
Anishka Khosla,3.4,3.4,,0.0,0.0
Anishma Anilkumar,,,,0.0,0.0
Anisia Dascaleac,,,,0.0,0.0
Anisia Stasevich,,,,0.0,0.0
Anisia Uzeyman,6.333333333333333,6.7,0.4041451884327383,0.0,0.0
Anisoara Morari,6.15,6.4,0.3535533905932738,0.0,0.0
Anissa Allali,4.8,4.8,,0.0,0.0
Anissa Berkani-Rohmer,5.1,5.1,,0.0,0.0
Anissa Borrego,4.0,4.0,,0.0,0.0
Anissa Boubekeur,,,,0.0,0.0
Anissa Chalmers,4.5,4.5,0.0,0.0,0.0
Anissa Daoud,7.642857142857143,9.0,0.7524562952029014,0.0,0.0
Anissa Davis,5.8,7.8,2.8284271247461903,0.0,0.0
Anissa Deanna,2.8,2.8,,0.0,0.0
Anissa Diah Sitawati,7.1,7.1,,0.0,0.0
Anissa Eisenberg,,,,0.0,0.0
Anissa Faizul,4.3,4.3,,0.0,0.0
Anissa Felix,,,,0.0,0.0
Anissa Hertami,,,,0.0,0.0
Anissa Jones,5.2,5.2,,0.0,0.0
Anissa Konate,,,,0.0,0.0
Anissa Lahyane,,,,0.0,0.0
Anissa Lanaya,,,,0.0,0.0
Anissa Lotfi,7.8,8.5,0.5253570214625479,0.0,0.0
Anissa Matlock,6.1,6.1,,0.0,0.0
Anissa Naouai,4.9,4.9,,0.0,0.0
Anissa Primus Alston,,,,0.0,0.0
Anissa Siobhan Brazill,6.95,8.0,1.4849242404917495,0.0,0.0
Anissa Smith,,,,0.0,0.0
Anisse Robinson,,,,0.0,0.0
Anita,5.7,7.8,1.4142135623730951,0.0,0.0
Anita Abisai,6.9,6.9,,0.0,0.0
Anita Adams,5.3,5.3,,0.0,0.0
Anita Adhikari,5.0,6.7,2.4041630560342617,0.0,0.0
Anita Agyemfra,,,,0.0,0.0
Anita Alberts,6.6,6.6,,0.0,0.0
Anita Albrecht,,,,0.0,0.0
Anita Alexander,4.55,6.8,3.181980515339464,0.0,0.0
Anita Allard,8.0,8.0,,0.0,0.0
Anita Almada,6.0,6.4,0.5656854249492386,0.0,0.0
Anita Alvarado,6.0,6.0,,0.0,0.0
Anita Alves,,,,0.0,0.0
Anita Anand,7.1,7.1,,0.0,0.0
Anita Anderson,,,,0.0,0.0
Anita Andersson,,,,0.0,0.0
Anita Andic,4.8,4.8,,0.0,0.0
Anita Andrews,4.6,4.6,,0.0,0.0
Anita Angella,6.1,6.1,,0.0,0.0
Anita Anthonj,7.7,8.0,0.4242640687119283,0.0,0.0
Anita Argent,8.5,8.5,,0.0,0.0
Anita Arshad,,,,0.0,0.0
Anita Asuoha,7.300000000000001,7.4,0.14142135623730995,0.0,0.0
Anita Aveno,6.4,6.4,,0.0,0.0
Anita Ayoob,4.4,4.4,,0.0,0.0
Anita Baharom,7.433333333333334,8.0,0.602771377334171,0.0,0.0
Anita Barattino,6.5,6.5,,0.0,0.0
Anita Barisic,4.4,4.4,,0.0,0.0
Anita Baron,8.6,8.6,,0.0,0.0
Anita Barone,5.779999999999999,6.9,0.785705627657925,0.0,0.0
Anita Barone-Scott,5.9,5.9,,0.0,0.0
Anita Barreiro,6.4,6.4,,0.0,0.0
Anita Bartolucci,5.46,6.2,0.7300684899377597,0.0,0.0
Anita Bekus,,,,0.0,0.0
Anita Berger,,,,0.0,0.0
Anita Berglund,5.9,5.9,,0.0,0.0
Anita Berkhané,5.9,5.9,,0.0,0.0
Anita Berti,4.4,4.4,,0.0,0.0
Anita Bertolini,,,,0.0,0.0
Anita Best,,,,0.0,0.0
Anita Betanek,7.6,7.6,,0.0,0.0
Anita Björk,5.861538461538462,7.3,1.144216224859082,0.0,0.0
Anita Blanch,6.561538461538461,7.3,0.775175745168433,0.0,0.0
Anita Blond,6.1,6.2,0.1414213562373093,0.0,0.0
Anita Bogozi,6.449999999999999,7.1,0.919238815542512,0.0,0.0
Anita Bohling,5.7,5.7,,0.0,0.0
Anita Bondestam,,,,0.0,0.0
Anita Bose,,,,0.0,0.0
Anita Bozzetto,7.6,7.6,,0.0,0.0
Anita Brajkovich,6.2,6.2,,0.0,0.0
Anita Brown,,,,0.0,0.0
Anita Bucher,7.3,8.0,0.9899494936611668,0.0,0.0
Anita Buller,,,,0.0,0.0
Anita Bóka,7.5,7.5,,0.0,0.0
Anita Böröcz,,,,0.0,0.0
Anita Cacciolati,5.05,6.0,1.3435028842544405,0.0,0.0
Anita Calhoun,,,,0.0,0.0
Anita Callaway M.,,,,0.0,0.0
Anita Cameo,4.4,4.4,,0.0,0.0
Anita Cappucci,5.9,5.9,,0.0,0.0
Anita Caprioli,6.319999999999999,7.6,0.7383606643018269,0.0,0.0
Anita Carey,5.6,5.6,,0.0,0.0
Anita Carolina Mohede,4.1,4.1,,0.0,0.0
Anita Casamassima,8.8,8.8,,0.0,0.0
Anita Casamissa,,,,0.0,0.0
Anita Castro,5.2,5.2,,0.0,0.0
Anita Ceccotti,5.7,5.7,,0.0,0.0
Anita Cerquetti,7.199999999999999,7.6,0.5656854249492376,0.0,0.0
Anita Chan,4.8100000000000005,6.7,1.0908202825804483,0.0,0.0
Anita Chandwaney,4.2,4.2,,0.0,0.0
Anita Chaparian,5.8,5.8,,0.0,0.0
Anita Chosa,,,,0.0,0.0
Anita Choudhary,7.9,7.9,,0.0,0.0
Anita Chris Nwaezeapu,7.1,7.1,,0.0,0.0
Anita Christa Kluge,,,,0.0,0.0
Anita Chui,4.75,5.3,0.36968455021364716,0.0,0.0
Anita Clark,,,,0.0,0.0
Anita Clay,6.7,7.2,0.6999999999999998,0.0,0.0
Anita Clements,5.550000000000001,7.4,2.6162950903902256,0.0,0.0
Anita Colombo,,,,0.0,0.0
Anita Constantine,7.05,7.1,0.0707106781186545,0.0,0.0
Anita Cooper,,,,0.0,0.0
Anita Cordell,5.777777777777778,7.5,1.5650701084757974,0.0,0.0
Anita Cortinovis,6.1,6.1,,0.0,0.0
Anita Covert,,,,0.0,0.0
Anita Craig,,,,0.0,0.0
Anita Crane,4.9,4.9,,0.0,0.0
Anita Crisinel,3.4,3.4,,0.0,0.0
Anita Crystal,5.3,5.3,,0.0,0.0
Anita Csajbók,,,,0.0,0.0
Anita Cuncic,6.9,6.9,,0.0,0.0
Anita Cunningham,4.5,4.5,,0.0,0.0
Anita Dabrowska,,,,0.0,0.0
Anita Daleziou,6.5,6.5,,0.0,0.0
Anita Dall Moro,7.050000000000001,7.9,1.2020815280171306,0.0,0.0
Anita Dangler,5.866666666666667,6.3,0.450924975282289,0.0,0.0
Anita Daniels,6.3,6.3,,0.0,0.0
Anita Das,7.140740740740741,8.9,0.8797986042530327,0.0,0.0
Anita Date-Kelkar,7.314285714285715,8.5,1.356992472871007,0.0,0.0
Anita Davis,7.7,7.7,,0.0,0.0
Anita De Simone,5.0,5.0,,0.0,0.0
Anita Desmarais,3.7,3.7,,0.0,0.0
Anita Desport,,,,0.0,0.0
Anita Deutsch,4.9,4.9,,0.0,0.0
Anita Devgan,6.258823529411765,8.5,1.1752972089696139,0.0,0.0
Anita Di Concilio,,,,0.0,0.0
Anita Diaz,6.3,6.3,,0.0,0.0
Anita Dietz,6.1,6.1,,0.0,0.0
Anita Dobson,5.128571428571428,6.1,0.9638711630957836,0.0,0.0
Anita Donk,6.050000000000001,6.9,1.202081528017131,0.0,0.0
Anita Draghici,,,,0.0,0.0
Anita Dube,,,,0.0,0.0
Anita Durand,6.7,6.7,,0.0,0.0
Anita Durante,5.566666666666666,6.2,0.4457203906785814,0.0,0.0
Anita Durst,4.0,4.0,,0.0,0.0
Anita Dutt,6.433333333333334,7.6,1.0692676621563626,0.0,0.0
Anita Dymszówna,6.6,6.6,,0.0,0.0
Anita Eberwein,5.9,5.9,,0.0,0.0
Anita Ebuka,,,,0.0,0.0
Anita Edoreh,,,,0.0,0.0
Anita Ekberg,5.271428571428571,8.0,0.9966329870741636,0.0,0.0
Anita Ekström,6.045454545454546,6.9,0.5645593615619819,0.0,0.0
Anita Elliott,5.6,5.6,,0.0,0.0
Anita Ellis,6.2,6.2,,0.0,0.0
Anita Ericsson,4.75,5.6,0.7852812659593164,0.0,0.0
Anita Erskine,,,,0.0,0.0
Anita Esbano,7.05,7.5,0.636396103067893,0.0,0.0
Anita Eubank,5.550000000000001,6.4,1.202081528017131,0.0,0.0
Anita Ezera,7.1,7.1,,0.0,0.0
Anita Falili,8.0,8.0,,0.0,0.0
Anita Farmer Bergman,4.35,7.3,2.053452377501525,0.0,0.0
Anita Farra,4.95,5.0,0.0707106781186545,0.0,0.0
Anita Ferraz,6.3,6.3,,0.0,0.0
Anita Finlay,6.15,7.2,1.4849242404917498,0.0,0.0
Anita Fisher,4.3,4.3,,0.0,0.0
Anita Flaig,,,,0.0,0.0
Anita Fong,,,,0.0,0.0
Anita Forbus,5.0,5.0,,0.0,0.0
Anita Foster,2.6,2.6,,0.0,0.0
Anita Francis,,,,0.0,0.0
Anita Francke,5.9,5.9,,0.0,0.0
Anita Galvano,6.5,6.5,,0.0,0.0
Anita Ganesan,2.2,2.2,,0.0,0.0
Anita Geerken,6.3,6.3,0.0,0.0,0.0
Anita Gillette,6.266666666666667,7.6,0.8402741255451139,0.0,0.0
Anita Gillier,6.5,6.5,,0.0,0.0
Anita Gipson,6.3,6.3,,0.0,0.0
Anita Gnan,4.8,4.8,,0.0,0.0
Anita Godwin,,,,0.0,0.0
Anita Gonzalez,,,,0.0,0.0
Anita Greuter,3.4,3.4,,0.0,0.0
Anita Grube,4.3,4.3,,0.0,0.0
Anita Guerreiro,5.2,5.2,,0.0,0.0
Anita Guha,6.7846153846153845,7.7,0.5490084301814102,0.0,0.0
Anita Gul,6.4,6.4,,0.0,0.0
Anita Gupta,5.3,5.3,,0.0,0.0
Anita Gutiérrez,6.8,6.8,,0.0,0.0
Anita Gutwell,5.266666666666667,6.3,0.9073771725877466,0.0,0.0
Anita Gveruy,5.7,5.7,,0.0,0.0
Anita Haagensen,,,,0.0,0.0
Anita Haines,5.45,6.7,1.7677669529663689,0.0,0.0
Anita Hara,5.1,5.1,,0.0,0.0
Anita Harding,,,,0.0,0.0
Anita Harris,5.666666666666667,6.5,1.0408329997330665,0.0,0.0
Anita Hartig,,,,0.0,0.0
Anita Hassanandani Reddy,5.483333333333333,8.5,1.1387557709545768,0.0,0.0
Anita Hede Lindgaard,,,,0.0,0.0
Anita Hedell,6.3,6.3,0.0,0.0,0.0
Anita Hegh,6.35,6.6,0.3535533905932738,0.0,0.0
Anita Heikkilä,4.733333333333333,5.8,1.6772994167212165,0.0,0.0
Anita Heikkinen,6.3,6.3,,0.0,0.0
Anita Herbst,6.35,6.6,0.3535533905932738,0.0,0.0
Anita Hill,,,,0.0,0.0
Anita Holland,5.9,5.9,,0.0,0.0
Anita Hook-Wambaugh,,,,0.0,0.0
Anita Howald,5.9,5.9,,0.0,0.0
Anita Hsu,,,,0.0,0.0
Anita Hughes,6.5,6.5,,0.0,0.0
Anita Huron,,,,0.0,0.0
Anita Höfer,6.286666666666666,9.1,1.308142994950512,0.0,0.0
Anita Ihekoronye,,,,0.0,0.0
Anita Isaiah,,,,0.0,0.0
Anita Jaafar,,,,0.0,0.0
Anita Jackson,7.7,7.7,,0.0,0.0
Anita Jancia,5.3999999999999995,6.1,1.0158740079360236,0.0,0.0
Anita Janet Cortez,,,,0.0,0.0
Anita Jasharaj,7.6,7.6,,0.0,0.0
Anita Jesse,4.8,4.8,,0.0,0.0
Anita Joffrion,4.6,4.6,,0.0,0.0
Anita Johansson,,,,0.0,0.0
Anita Johnson,,,,0.0,0.0
Anita Jones,4.1,4.1,,0.0,0.0
Anita Joseph,4.1,4.1,,0.0,0.0
Anita Joubert,6.5,6.5,,0.0,0.0
Anita Joyce,4.9,4.9,,0.0,0.0
Anita Jung,7.85,8.6,1.0606601717798212,0.0,0.0
Anita Kailey,6.95,7.7,1.0606601717798212,0.0,0.0
Anita Kajasa,6.5,6.5,,0.0,0.0
Anita Kajlichova,6.0,6.0,,0.0,0.0
Anita Kalathara,,,,0.0,0.0
Anita Kamga Fotso,,,,0.0,0.0
Anita Kanwal,5.533333333333334,5.9,0.32145502536643195,0.0,0.0
Anita Kanwar,6.99,7.9,0.688718616949864,0.0,0.0
Anita Kapoor,6.65,6.9,0.3535533905932738,0.0,0.0
Anita Karr,3.7,3.7,,0.0,0.0
Anita Kaushik,5.4,5.4,,0.0,0.0
Anita Keal,6.9,6.9,,0.0,0.0
Anita Kennedy,7.5,7.5,,0.0,0.0
Anita Keyss,,,,0.0,0.0
Anita Khalatbari,5.0,5.0,,0.0,0.0
Anita Khosla,3.3,3.3,,0.0,0.0
Anita Kispál,4.6,4.6,,0.0,0.0
Anita Klesky,5.9,5.9,,0.0,0.0
Anita Klumpers,6.2,6.2,,0.0,0.0
Anita Koehler,6.4,6.4,,0.0,0.0
Anita Kokane,,,,0.0,0.0
Anita Kolbert,6.2,6.2,,0.0,0.0
Anita Kopacz,6.0,6.0,,0.0,0.0
Anita Kopri,2.3,2.3,,0.0,0.0
Anita Kosik,,,,0.0,0.0
Anita Kozyrskyj,7.7,7.7,,0.0,0.0
Anita Krausová,5.833333333333333,6.7,1.171893055416463,0.0,0.0
Anita Kravos,5.65,8.3,1.2509996003196802,0.0,0.0
Anita Kulkarni,,,,0.0,0.0
Anita Kupsch,5.585714285714286,8.2,1.9445895637456687,0.0,0.0
Anita Kuruna,,,,0.0,0.0
Anita Kuskowska-Borkowska,7.2,7.2,,0.0,0.0
Anita Kvala,7.2,7.2,,0.0,0.0
Anita Kyarimpa,5.2,5.2,,0.0,0.0
Anita Kämpf,4.8,4.8,,0.0,0.0
Anita L. Burnett,,,,0.0,0.0
Anita La Selva,5.15,7.6,3.4648232278140823,0.0,0.0
Anita Lamar,4.5,4.5,,0.0,0.0
Anita Lande,3.8,3.8,,0.0,0.0
Anita Lang,,,,0.0,0.0
Anita Larronde,5.7,7.1,1.4525839046333946,0.0,0.0
Anita Laurenzi,6.528571428571429,7.6,0.6600865744084528,0.0,0.0
Anita Lazic,3.5,4.5,1.4142135623730951,0.0,0.0
Anita Lecollinet,6.6,6.6,,0.0,0.0
Anita Lee,5.53125,7.1,0.946374661537385,0.0,0.0
Anita Leeman Torres,4.216666666666667,5.4,1.3197221929886107,0.0,0.0
Anita Linda,6.3890625,8.2,1.0911064993194493,0.0,0.0
Anita Lindblom,4.888888888888889,7.3,1.6571394362307326,0.0,0.0
Anita Lindman,6.4,6.4,,0.0,0.0
Anita Lindohf,5.1,5.1,,0.0,0.0
Anita Linn,3.6,3.6,,0.0,0.0
Anita Linnasola,7.2,7.2,,0.0,0.0
Anita Lipnicka,4.9,4.9,,0.0,0.0
Anita Lo,5.9,5.9,,0.0,0.0
Anita Lochner,7.166666666666667,7.7,0.5033222956847165,0.0,0.0
Anita Loo,6.55,7.3,1.0606601717798212,0.0,0.0
Anita Lopes,,,,0.0,0.0
Anita Lorusso,,,,0.0,0.0
Anita Ludera,5.5,5.5,,0.0,0.0
Anita Lukmance,3.9,3.9,,0.0,0.0
Anita M. Cal,5.6,5.6,,0.0,0.0
Anita Ma,4.4,4.4,,0.0,0.0
Anita Mahajan,6.9,6.9,,0.0,0.0
Anita Major,,,,0.0,0.0
Anita Majumdar,6.2,6.2,,0.0,0.0
Anita Mally,5.3999999999999995,6.6,1.0816653826391966,0.0,0.0
Anita Maltin,4.7,4.7,,0.0,0.0
Anita Mancic,6.3125,7.9,0.8762609961269151,0.0,0.0
Anita Manolova,,,,0.0,0.0
Anita Marie Curran,3.55,3.8,0.3535533905932738,0.0,0.0
Anita Martínez,3.8,4.9,0.7874007874011809,0.0,0.0
Anita Masini,6.7,6.7,0.0,0.0,0.0
Anita Masson,6.3,6.3,,0.0,0.0
Anita Mastroiacovo,,,,0.0,0.0
Anita Matejovsky,,,,0.0,0.0
Anita Matic Delic,5.9799999999999995,6.7,0.7049822692805828,0.0,0.0
Anita McFarren,6.9,6.9,,0.0,0.0
Anita Medeiros,5.3,5.3,,0.0,0.0
Anita Meet,6.4375,7.7,0.606953752062591,0.0,0.0
Anita Menist,6.9,6.9,,0.0,0.0
Anita Menotti,4.6,4.6,,0.0,0.0
Anita Mere,,,,0.0,0.0
Anita Merritt,5.15,5.5,0.49497474683058307,0.0,0.0
Anita Molander,5.6,5.6,,0.0,0.0
Anita Moore,,,,0.0,0.0
Anita Morales,4.2,4.2,,0.0,0.0
Anita Moran,,,,0.0,0.0
Anita Moreno,,,,0.0,0.0
Anita Morris,5.4750000000000005,6.9,1.0037429949942365,0.0,0.0
Anita Motz,3.1,3.1,0.0,0.0,0.0
Anita Mui,6.206521739130435,7.5,0.5339172528119324,0.0,0.0
Anita Muriel,5.9,5.9,,0.0,0.0
Anita Nagel Weisbord,6.8,6.8,,0.0,0.0
Anita Nagyné Lehoczki,,,,0.0,0.0
Anita Negi,,,,0.0,0.0
Anita Nicole Brown,6.0307692307692315,7.9,1.4924167287683732,0.0,0.0
Anita Noble,6.4,6.4,,0.0,0.0
Anita Nwachi,,,,0.0,0.0
Anita Nwokora,,,,0.0,0.0
Anita Nyhagen,,,,0.0,0.0
Anita O'Day,6.1,6.1,,0.0,0.0
Anita O. James,,,,0.0,0.0
Anita Odia Caroline,,,,0.0,0.0
Anita Ognjanovic,,,,0.0,0.0
Anita Okon,6.5,6.5,,0.0,0.0
Anita Olanick,5.3,5.5,0.2828427124746193,0.0,0.0
Anita Olatunji,4.25,4.4,0.21213203435596475,0.0,0.0
Anita Oláh,7.7,7.7,,0.0,0.0
Anita Ores,7.0,7.0,,0.0,0.0
Anita Oriahi,,,,0.0,0.0
Anita Osikhena Osikweme,5.2,5.2,,0.0,0.0
Anita Osinski,5.5,5.5,,0.0,0.0
Anita Paciotti,,,,0.0,0.0
Anita Page,6.266666666666667,6.9,0.9291573243177573,0.0,0.0
Anita Pallenberg,6.4625,7.0,0.39618718519695423,0.0,0.0
Anita Paltrinieri,6.0,6.1,0.141421356237309,0.0,0.0
Anita Papp,4.6,4.6,,0.0,0.0
Anita Pastor,,,,0.0,0.0
Anita Patel,,,,0.0,0.0
Anita Patil Deshmukh,,,,0.0,0.0
Anita Patresya,,,,0.0,0.0
Anita Permata Sari,,,,0.0,0.0
Anita Petito,,,,0.0,0.0
Anita Petry,7.0,7.0,,0.0,0.0
Anita Picchiarini,7.6,7.6,,0.0,0.0
Anita Pititto,6.8,6.8,0.0,0.0,0.0
Anita Poddebniak,6.533333333333334,7.3,0.7505553499465134,0.0,0.0
Anita Poirier,,,,0.0,0.0
Anita Pomario,6.5,6.5,,0.0,0.0
Anita Poree,,,,0.0,0.0
Anita Prentice,,,,0.0,0.0
Anita Purswani,7.9,7.9,,0.0,0.0
Anita Raj,5.343243243243243,7.8,1.34588684940875,0.0,0.0
Anita Randolph,4.4,4.4,,0.0,0.0
Anita Rawat,,,,0.0,0.0
Anita Redling,5.6,5.6,,0.0,0.0
Anita Reeves,5.725,7.3,1.4244882121894398,0.0,0.0
Anita Reimer,4.7,4.7,,0.0,0.0
Anita Richter,6.9,9.0,2.9698484809834995,0.0,0.0
Anita Rinaldi,5.0,5.0,,0.0,0.0
Anita Riotte,,,,0.0,0.0
Anita Rohtagi,,,,0.0,0.0
Anita Roman,3.5,3.5,,0.0,0.0
Anita Romero,5.2,5.7,0.7071067811865476,0.0,0.0
Anita Rose,,,,0.0,0.0
Anita Ross,6.7,6.7,,0.0,0.0
Anita Roy Dobbs,,,,0.0,0.0
Anita Rummelhoff,6.3,6.3,,0.0,0.0
Anita Sahgal,6.8,6.8,,0.0,0.0
Anita Sander,,,,0.0,0.0
Anita Sanders,5.654545454545455,7.5,0.9459002445962643,0.0,0.0
Anita Sarawak,9.4,9.4,,0.0,0.0
Anita Sareen,5.4,5.4,,0.0,0.0
Anita Sarin,6.8,8.2,1.9798989873223323,0.0,0.0
Anita Saxe,5.4,5.9,0.7071067811865476,0.0,0.0
Anita Schlittler,,,,0.0,0.0
Anita Schmid,5.5,5.5,,0.0,0.0
Anita Schmidt,,,,0.0,0.0
Anita Schmoll,4.2,4.2,,0.0,0.0
Anita Scholten,9.0,9.0,,0.0,0.0
Anita Schulz,6.0,6.0,,0.0,0.0
Anita Semjén,6.966666666666666,7.8,0.8504900548115382,0.0,0.0
Anita Shabdeesh,6.03,7.4,1.4712428608341845,0.0,0.0
Anita Sharma,,,,0.0,0.0
Anita Sharp-Bolster,6.2,6.4,0.2828427124746193,0.0,0.0
