primaryName,director_score_mean,director_score_max,director_score_std,director_ganador_oscar_prom,director_nominado_oscar_prom
Manoj Yerunkar,5.3,5.3,,0.0,0.0
Manojit Sharma,8.8,8.8,,0.0,0.0
Manole Marcus,6.95,8.7,0.8238122763510304,0.0,0.0
Manolis Andriotakis,,,,0.0,0.0
Manolis Damianakis,4.0,4.0,,0.0,0.0
Manolis Dimellas,,,,0.0,0.0
Manolis Foinikianakis,,,,0.0,0.0
Manolis I. Kazamias,,,,0.0,0.0
Manolis Kritsotakis,8.2,8.2,,0.0,0.0
Manolis Scouloudis,7.4,7.4,,0.0,0.0
Manolis Sfakianakis,,,,0.0,0.0
Manolis Taxeidarakis,,,,0.0,0.0
Manolis Tsamis,,,,0.0,0.0
Manolis Tsasos,6.7,6.7,,0.0,0.0
Manolis Vlachakis,,,,0.0,0.0
Manolis Zandes,,,,0.0,0.0
Manolito C. Sulit,,,,0.0,0.0
Manolito Motosierra,4.133333333333334,4.4,0.4618802153517007,0.0,0.0
Manolo Alonso,,,,0.0,0.0
Manolo Cardona,6.2,6.2,,0.0,0.0
Manolo Caro,6.466666666666666,6.9,0.4589843860815602,0.0,0.0
Manolo Celi,6.2,6.2,,0.0,0.0
Manolo González,6.2,6.2,,0.0,0.0
Manolo Gómez,4.8,5.0,0.2828427124746193,0.0,0.0
Manolo Hernández,1.5,1.5,,0.0,0.0
Manolo Matji,6.4,6.6,0.28284271247461895,0.0,0.0
Manolo Munguia,5.5,5.5,,0.0,0.0
Manolo Nieto,6.1,6.4,0.4242640687119292,0.0,0.0
Manolo Ortin,,,,0.0,0.0
Manolo Sarmiento,8.2,8.4,0.2828427124746199,0.0,0.0
Manolo Travieso,6.8,6.8,,0.0,0.0
Manolo Vidal,,,,0.0,0.0
Manon Aubel,,,,0.0,0.0
Manon Barbeau,5.333333333333333,6.8,1.3051181300301258,0.0,0.0
Manon Boivin,,,,0.0,0.0
Manon Briand,6.659999999999999,7.4,0.48785243670601885,0.0,0.0
Manon Brulard,,,,0.0,0.0
Manon Cousin,,,,0.0,0.0
Manon Da Cruz,,,,0.0,0.0
Manon Leriche,7.2,7.2,,0.0,0.0
Manon Loizeau,,,,0.0,0.0
Manon Ott,6.3,6.3,,0.0,0.0
Manon Ouimet,,,,0.0,0.0
Manon Quérouil-Bruneel,3.2,3.2,,0.0,0.0
Manon Turina,,,,0.0,0.0
Manon de Boer,6.9,6.9,,0.0,0.0
Manoochehr Asgari-Nasab,5.2,5.2,,0.0,0.0
Manoochehr Ghassemi,5.75,6.2,0.636396103067893,0.0,0.0
Manoochehr Nozari,3.5,3.5,,0.0,0.0
Manop Janjarasskul,5.5,5.5,,0.0,0.0
Manop Udomdej,5.4,8.0,2.4926558794453224,0.0,0.0
Manos Cizek,6.8,6.8,,0.0,0.0
Manos Kampitis,4.0,4.0,,0.0,0.0
Manos Karatzogiannis,6.9,6.9,,0.0,0.0
Manos Krystalis,5.8,5.8,,0.0,0.0
Manos Papadakis,,,,0.0,0.0
Manos Zacharias,6.785714285714286,7.5,0.5080307452263474,0.0,0.0
Manouchehr Anvar,7.8,7.8,,0.0,0.0
Manouchehr Hadi,4.6571428571428575,5.5,0.7367883976130074,0.0,0.0
Manouchehr Moshiri,,,,0.0,0.0
Manouchehr Sadeghpoor,,,,0.0,0.0
Manouchehr Safarkhani,,,,0.0,0.0
Manouchehr Tayyab,,,,0.0,0.0
Manousos Manousakis,5.333333333333333,6.5,1.0408329997330665,0.0,0.0
Manpreet Brar,6.8,6.8,,0.0,0.0
Manpreet Dhami,,,,0.0,0.0
Manqi Liu,,,,0.0,0.0
Manque La Banca,,,,0.0,0.0
Manrico Povolettino,6.3,6.3,,0.0,0.0
Mans van den Berg,6.9,6.9,,0.0,0.0
Mansa,8.7,8.7,,0.0,0.0
Mansher Singh,,,,0.0,0.0
Mansi Dovhal,6.0,6.0,,0.0,0.0
Manson McCann,,,,0.0,0.0
Mansoor Ahmed,,,,0.0,0.0
Mansoor Al Dhaheri,8.4,8.4,,0.0,0.0
Mansoor Alyabhouni,,,,0.0,0.0
Mansoor Khan,7.125,8.1,0.8421203397773187,0.0,0.0
Mansoor Mujahid,7.4,7.4,,0.0,0.0
Mansoor Tehrani,2.2,2.2,,0.0,0.0
Mansor Akob,6.6,6.6,,0.0,0.0
Mansor Puteh,,,,0.0,0.0
Mansore,7.8999999999999995,8.8,0.8185352771872454,0.0,0.0
Mansour Assad,,,,0.0,0.0
Mansour Forouzesh,,,,0.0,0.0
Mansour Ghadarkhah,,,,0.0,0.0
Mansour Pourmand,4.75,6.2,2.050609665440988,0.0,0.0
Mansour Sora Wade,6.75,7.1,0.49497474683058273,0.0,0.0
Manston,,,,0.0,0.0
Mansur Abdukhalikov,,,,0.0,0.0
Mansur Madavi,6.466666666666666,7.1,0.9291573243177567,0.0,0.0
Mansur Tural,,,,0.0,0.0
Mantas Kvedaravicius,6.533333333333334,7.1,0.6027713773341704,0.0,0.0
Mantas Verbiejus,,,,0.0,0.0
Mantavya Marwah,,,,0.0,0.0
Manthan Purohit,7.5,7.5,,0.0,0.0
Manthia Diawara,7.083333333333333,8.0,0.5776388721914987,0.0,0.0
Manthira Moorthy,,,,0.0,0.0
Manton Harding,,,,0.0,0.0
Mantra Veerapandian,,,,0.0,0.0
Manu,6.7,6.7,,0.0,0.0
Manu .N.,,,,0.0,0.0
Manu Anand,,,,0.0,0.0
Manu Ashokan,8.0,8.0,,0.0,0.0
Manu Basavaraj,,,,0.0,0.0
Manu Bodin,,,,0.0,0.0
Manu Bonmariage,6.65,7.8,1.626345596729059,0.0,0.0
Manu Boyer,6.7,7.2,0.7071067811865476,0.0,0.0
Manu C. Kumar,,,,0.0,0.0
Manu Canales,,,,0.0,0.0
Manu Chataigner,,,,0.0,0.0
Manu Cid,7.6,7.6,,0.0,0.0
Manu Coeman,8.2,8.2,,0.0,0.0
Manu Fernández,5.4,5.4,,0.0,0.0
Manu Gerosa,7.8,9.0,1.0583005244258363,0.0,0.0
Manu Gómez,,,,0.0,0.0
Manu Herrera,,,,0.0,0.0
Manu Jose Thazhathel,,,,0.0,0.0
Manu Kannamthanam,4.2,4.2,,0.0,0.0
Manu Krishna,,,,0.0,0.0
Manu Luksch,5.45,5.9,0.636396103067893,0.0,0.0
Manu Maltez,,,,0.0,0.0
Manu Mayo,,,,0.0,0.0
Manu Montejo,,,,0.0,0.0
Manu Notario,6.5,6.5,,0.0,0.0
Manu Ochoa,6.35,6.9,0.38729833462074187,0.0,0.0
Manu Parthepan,5.8,5.8,,0.0,0.0
Manu Payet,5.4,5.4,,0.0,0.0
Manu Prakash Singh,7.0,7.0,,0.0,0.0
Manu Pv,,,,0.0,0.0
Manu Rewal,5.1,5.1,,0.0,0.0
Manu Riche,6.966666666666666,7.5,0.55075705472861,0.0,0.0
Manu Sen,7.85,7.9,0.07071067811865545,0.0,0.0
Manu Simon,,,,0.0,0.0
Manu Sudhakaran,5.8,5.8,,0.0,0.0
Manu Trillo,,,,0.0,0.0
Manu Warrier,5.7,5.7,,0.0,0.0
Manuchehr Mosayyeri,4.633333333333333,5.3,1.1547005383792515,0.0,0.0
Manuel 'Fyke' Cinco,6.775,7.3,0.41129875597510207,0.0,0.0
Manuel Abad,,,,0.0,0.0
Manuel Abramovich,6.5,7.0,0.45825756949558416,0.0,0.0
Manuel Abril,,,,0.0,0.0
Manuel Acuña,,,,0.0,0.0
Manuel Alcaide,,,,0.0,0.0
Manuel Alcalá,,,,0.0,0.0
Manuel Antin,5.781818181818182,7.0,1.0731432167406003,0.0,0.0
Manuel Arija de la Cuerda,7.1,7.1,,0.0,0.0
Manuel Avila Camacho,,,,0.0,0.0
Manuel Balaguer Julià,5.5,5.5,,0.0,0.0
Manuel Bartual,6.8,8.1,1.8384776310850233,0.0,0.0
Manuel Basoalto,5.4,5.4,,0.0,0.0
Manuel Bauer,,,,0.0,0.0
Manuel Bengoa,5.4,5.4,,0.0,0.0
Manuel Benito de Valle,6.25,8.2,2.7577164466275352,0.0,0.0
Manuel Besedovsky,,,,0.0,0.0
Manuel Bonilla,9.6,9.6,,0.0,0.0
Manuel Boursinhac,4.6000000000000005,5.4,1.3,0.0,0.0
Manuel Braune,,,,0.0,0.0
Manuel Calatrava,3.4,3.4,,0.0,0.0
Manuel Caldas Castro,,,,0.0,0.0
Manuel Calisto,6.1,6.1,,0.0,0.0
Manuel Calvo,,,,0.0,0.0
Manuel Camacho,7.6,7.6,,0.0,0.0
Manuel Camilion,,,,0.0,0.0
Manuel Campos Pinto,,,,0.0,0.0
Manuel Carames,5.4,5.4,,0.0,0.0
Manuel Carballo,5.1000000000000005,5.9,0.7211102550927979,0.0,0.0
Manuel Cañibe,7.0,7.0,,0.0,0.0
Manuel Caño,4.36,5.9,1.1480418110852935,0.0,0.0
Manuel Cercek,7.4,7.4,,0.0,0.0
Manuel Concha,5.35,5.7,0.49497474683058373,0.0,0.0
Manuel Conde,4.8,5.3,0.6999999999999998,0.0,0.0
Manuel Coronado,6.9,6.9,,0.0,0.0
Manuel Correa,6.6,8.0,1.9798989873223325,0.0,0.0
Manuel Coser,,,,0.0,0.0
Manuel Costa e Silva,,,,0.0,0.0
Manuel Crosby,,,,0.0,0.0
Manuel Cuenca,,,,0.0,0.0
Manuel Cussó-Ferrer,6.8,7.0,0.2828427124746193,0.0,0.0
Manuel Darriba,,,,0.0,0.0
Manuel Daubenberger,8.4,8.4,,0.0,0.0
Manuel De Pandis,,,,0.0,0.0
Manuel Deiller,,,,0.0,0.0
Manuel Delgadillo,,,,0.0,0.0
Manuel Dingemann,7.3,7.3,,0.0,0.0
Manuel Domes,,,,0.0,0.0
Manuel Duchesne Cuzán,,,,0.0,0.0
Manuel Eiras,3.2,3.2,,0.0,0.0
Manuel Ernst,,,,0.0,0.0
Manuel Escalante,4.9,4.9,,0.0,0.0
Manuel Escorihuela,5.9,5.9,,0.0,0.0
Manuel Esteba,4.230769230769231,6.4,1.070346217651572,0.0,0.0
Manuel Eyzaguirre,8.3,8.3,,0.0,0.0
Manuel Facal,4.566666666666666,6.7,1.9139836293274126,0.0,0.0
Manuel Fanni Canelles,9.1,9.1,,0.0,0.0
Manuel Fenn,,,,0.0,0.0
Manuel Fernandez,7.5,7.5,,0.0,0.0
Manuel Fernández,,,,0.0,0.0
Manuel Fernández-Valdés,7.0,7.0,,0.0,0.0
Manuel Ferrari,5.866666666666667,6.3,0.750555349946513,0.0,0.0
Manuel Flurin Hendry,6.300000000000001,6.9,0.8485281374238575,0.0,0.0
Manuel Flèche,5.75,5.9,0.21213203435596475,0.0,0.0
Manuel Foglia,,,,0.0,0.0
Manuel Forneiro,5.6,5.6,,0.0,0.0
Manuel Franco Posse,,,,0.0,0.0
Manuel Galipienso,,,,0.0,0.0
Manuel Gama,,,,0.0,0.0
Manuel García Ferré,6.3,7.5,1.3,0.0,0.0
Manuel García Muñoz,4.449999999999999,4.8,0.49497474683058307,0.0,0.0
Manuel Giliberti,5.0,5.0,,0.0,0.0
Manuel Gimenez,,,,0.0,0.0
Manuel Giménez de Llano,4.0,4.0,,0.0,0.0
Manuel Gonzalez Casanova,,,,0.0,0.0
Manuel González Mauricio,7.2,7.2,,0.0,0.0
Manuel Grapain,,,,0.0,0.0
Manuel Guimarães,7.466666666666666,7.9,0.3785938897200184,0.0,0.0
Manuel Gutiérrez Aragón,5.811764705882353,6.7,0.47550282983013953,0.0,0.0
Manuel Gómez,7.4,7.6,0.28284271247461895,0.0,0.0
Manuel Gómez Pereira,5.883333333333333,6.5,0.5702205846437984,0.0,0.0
Manuel H. Da Silva,3.766666666666667,4.6,0.8020806277010645,0.0,0.0
Manuel H. Martín,7.433333333333334,7.8,0.3214550253664316,0.0,0.0
Manuel Hai,,,,0.0,0.0
Manuel Herrera,6.4,8.0,1.4674240468703428,0.0,0.0
Manuel Horacio Giménez,8.3,8.3,,0.0,0.0
Manuel Horrillo,6.6,6.6,,0.0,0.0
Manuel Huerga,6.633333333333333,7.3,0.6713171133426189,0.0,0.0
Manuel Hölzl,,,,0.0,0.0
Manuel Iborra,5.985714285714286,6.9,0.6491753010001005,0.0,0.0
Manuel Iglesias,4.575,5.3,0.5123475382979803,0.0,0.0
Manuel J. Esparza,,,,0.0,0.0
Manuel J. García,4.566666666666666,5.5,1.1372481406154655,0.0,0.0
Manuel Janssens,,,,0.0,0.0
Manuel Jiménez Núñez,8.0,8.0,,0.0,0.0
Manuel José Álvarez,8.0,8.0,,0.0,0.0
Manuel Knapp,,,,0.0,0.0
Manuel Koch,,,,0.0,0.0
Manuel Lamarca Rosales,,,,0.0,0.0
Manuel Lefèvre,,,,0.0,0.0
Manuel León Caballero,3.4,3.4,,0.0,0.0
Manuel Liebeskind,,,,0.0,0.0
Manuel Lobmaier,7.6,7.6,,0.0,0.0
Manuel Lombardero,6.2,6.2,0.0,0.0,0.0
Manuel Lógar,6.7,6.7,,0.0,0.0
Manuel López Monroy,4.8,4.8,,0.0,0.0
Manuel Marmier,,,,0.0,0.0
Manuel Marquez,7.3,7.3,,0.0,0.0
Manuel Martín Cuenca,6.528571428571429,7.8,0.7761320457119084,0.0,0.0
Manuel Martínez,,,,0.0,0.0
Manuel Martínez Velasco,4.7,4.7,,0.0,0.0
Manuel Marín,4.2,4.2,,0.0,0.0
Manuel Matanza,,,,0.0,0.0
Manuel Menchón,7.3999999999999995,8.0,0.6557438524302001,0.0,0.0
Manuel Michel,7.2,7.2,,0.0,0.0
Manuel Mira,6.8,6.8,,0.0,0.0
Manuel Montejo,,,,0.0,0.0
Manuel Montenegro,7.0,7.0,,0.0,0.0
Manuel Mozos,6.388888888888889,7.4,0.7218802609235905,0.0,0.0
Manuel Mur Oti,5.457142857142857,6.9,0.9216961590045876,0.0,0.0
Manuel Muñoz,5.536363636363636,7.4,1.1552252830272778,0.0,0.0
Manuel Muñoz Rivas,6.6,6.6,,0.0,0.0
Manuel Méndez,4.7,4.7,,0.0,0.0
Manuel Obermeier,,,,0.0,0.0
Manuel Octavio Gómez,6.925,7.0,0.09574271077563366,0.0,0.0
Manuel Ostwald,,,,0.0,0.0
Manuel Palacios,5.85,8.1,3.181980515339464,0.0,0.0
Manuel Pedrosa,,,,0.0,0.0
Manuel Picazo Casariego,,,,0.0,0.0
Manuel Pifano,4.1,4.1,,0.0,0.0
Manuel Poirier,6.277777777777778,7.8,1.0389631583672467,0.0,0.0
Manuel Poutte,,,,0.0,0.0
Manuel Pradal,5.116666666666666,5.9,0.767897562612792,0.0,0.0
Manuel Prados,,,,0.0,0.0
Manuel Pureza,3.5,3.5,,0.0,0.0
Manuel Pérez,7.025,7.4,0.3862210075418826,0.0,0.0
Manuel Pérez Cáceres,7.1,7.1,,0.0,0.0
Manuel Radons,,,,0.0,0.0
Manuel Ramirez,,,,0.0,0.0
Manuel Reichetseder,7.9,7.9,,0.0,0.0
Manuel Revuelta,3.5,3.5,,0.0,0.0
Manuel Rios-Zertuche,7.1,7.1,,0.0,0.0
Manuel Rodríguez,6.5,6.5,,0.0,0.0
Manuel Rossell,,,,0.0,0.0
Manuel Ruiz Montealegre,6.3,6.8,0.7071067811865476,0.0,0.0
Manuel Ríos San Martín,3.9,3.9,,0.0,0.0
Manuel Saiz,,,,0.0,0.0
Manuel Saldaña,,,,0.0,0.0
Manuel San Fernando,5.533333333333334,6.0,0.5686240703077325,0.0,0.0
Manuel Sanabria,5.0,5.3,0.4242640687119283,0.0,0.0
Manuel Sanchez,6.65,6.9,0.3535533905932738,0.0,0.0
Manuel Santander,,,,0.0,0.0
Manuel Santos Maia,,,,0.0,0.0
Manuel Schapira,,,,0.0,0.0
Manuel Schweizer,6.9,7.3,0.5656854249492376,0.0,0.0
Manuel Sicilia,5.6,6.0,0.5656854249492382,0.0,0.0
Manuel Siles,7.0,7.4,0.5656854249492386,0.0,0.0
Manuel Silos,5.8,5.8,,0.0,0.0
Manuel Songco,3.9,3.9,,0.0,0.0
Manuel Sorto,,,,0.0,0.0
Manuel Srbin,,,,0.0,0.0
Manuel Summers,5.521052631578947,7.2,1.0352557104237154,0.0,0.0
Manuel Toledano,4.7,4.7,,0.0,0.0
Manuel Tomás,,,,0.0,0.0
Manuel Torres,4.3,4.6,0.4242640687119283,0.0,0.0
Manuel Urbaneck,3.3,3.3,,0.0,0.0
Manuel Valentín-Fernández,7.9,7.9,,0.0,0.0
Manuel Venegas,,,,0.0,0.0
Manuel Vering,5.4,5.4,,0.0,0.0
Manuel Villa,,,,0.0,0.0
Manuel Villalona,7.8,7.8,,0.0,0.0
Manuel Villaseñor,5.8,5.8,,0.0,0.0
Manuel Viqueira,,,,0.0,0.0
Manuel Vogel,6.4,6.4,,0.0,0.0
Manuel Vélez-Arboleda,,,,0.0,0.0
Manuel Weiss,6.0,6.0,,0.0,0.0
Manuel Zani,,,,0.0,0.0
Manuel Zarpellon,7.0,7.0,,0.0,0.0
Manuel Zayas,8.9,8.9,,0.0,0.0
Manuel Zecena Diéguez,5.0200000000000005,7.3,1.8646715528478466,0.0,0.0
Manuel Zicarelli,6.1,6.1,,0.0,0.0
Manuel Zimmer,,,,0.0,0.0
Manuel de Alba,,,,0.0,0.0
Manuel de Coco,5.7,5.7,,0.0,0.0
Manuel de Pedro,6.3,6.8,0.7071067811865476,0.0,0.0
Manuel de la Pedrosa,6.2,6.2,,0.0,0.0
Manuel del Río,,,,0.0,0.0
Manuel von Stürler,7.4,7.4,,0.0,0.0
Manuela Alberti,5.1,5.1,,0.0,0.0
Manuela Bastian,7.7,7.7,,0.0,0.0
Manuela Berlanga,,,,0.0,0.0
Manuela Bruckert,,,,0.0,0.0
Manuela Burló Moreno,5.45,6.4,1.3435028842544405,0.0,0.0
Manuela Cannone,,,,0.0,0.0
Manuela De Laborde,6.4,6.4,,0.0,0.0
Manuela Dias,6.1,6.1,,0.0,0.0
Manuela Federl,,,,0.0,0.0
Manuela Frésil,7.0,7.0,,0.0,0.0
Manuela Irene,,,,0.0,0.0
Manuela Irianni,,,,0.0,0.0
Manuela Martelli,,,,0.0,0.0
Manuela Morar,,,,0.0,0.0
Manuela Morgaine,,,,0.0,0.0
Manuela Moura,,,,0.0,0.0
Manuela Serra,7.3,7.3,,0.0,0.0
Manuela Stacke,6.9,6.9,,0.0,0.0
Manuela Teatini,,,,0.0,0.0
Manuela Tempesta,5.1,5.1,,0.0,0.0
Manuela Viegas,5.7,5.7,,0.0,0.0
Manuele Cecconello,,,,0.0,0.0
Manuele Deho,,,,0.0,0.0
Manuele Franceschini,,,,0.0,0.0
Manuele Mandolesi,,,,0.0,0.0
Manuella Anckaert,3.2,3.2,,0.0,0.0
Manuella Jean,,,,0.0,0.0
Manuelle Blanc,,,,0.0,0.0
Manuelle Légaré,,,,0.0,0.0
Manuh Fontes,,,,0.0,0.0
Manujit Sharma,,,,0.0,0.0
Manuk Depoyan,5.85,6.5,0.9192388155425113,0.0,0.0
Manukannan,,,,0.0,0.0
Manus van der Kamp,,,,0.0,0.0
Manusankar,,,,0.0,0.0
Manussa Vorasingha,4.3,4.3,,0.0,0.0
Manusuri,,,,0.0,0.0
Manvir Brar,,,,0.0,0.0
Manya Lozovskaya,,,,0.0,0.0
Manyar I. Parwani,5.45,5.5,0.0707106781186545,0.0,0.0
Mao Ayom,7.7,7.7,,0.0,0.0
Mao Buntic,,,,0.0,0.0
Mao Da,,,,0.0,0.0
Mao Mao,6.0,6.0,,0.0,0.0
Mao Xiao Wei,,,,0.0,0.0
Mao Zhidong Jr.,,,,0.0,0.0
Mao-Sen Huang,7.2,7.2,,0.0,0.0
Maor Zaguri,,,,0.0,0.0
Maori Karmael Holmes,7.2,7.2,,0.0,0.0
Maotse Gurung,,,,0.0,0.0
Maple Razsa,7.949999999999999,8.2,0.35355339059327345,0.0,0.0
Maqbool Ahmad Durrani,,,,0.0,0.0
Maqbool Khan,4.566666666666666,5.7,1.7925772879665005,0.0,0.0
Mar Clapes,,,,0.0,0.0
Mar Coll,6.25,6.5,0.3535533905932738,0.0,0.0
Mar Delgado,4.8,4.8,,0.0,0.0
Mar Domínguez Ortega,,,,0.0,0.0
Mar Lloreda,,,,0.0,0.0
Mar Lo,5.841666666666666,7.2,0.9500797414699017,0.0,0.0
Mar Nantas,,,,0.0,0.0
Mar Olid,,,,0.0,0.0
Mar S. Torres,8.7,8.7,,0.0,0.0
Mar Targarona,6.6,6.8,0.28284271247461895,0.0,0.0
MarQues McConico,5.5,5.5,,0.0,0.0
Mara Ahmed,8.399999999999999,8.6,0.2828427124746186,0.0,0.0
Mara Avila,8.1,8.1,,0.0,0.0
Mara Chiaretti,,,,0.0,0.0
Mara Consoli,,,,0.0,0.0
Mara Eibl-Eibesfeldt,6.2,6.2,,0.0,0.0
Mara Escalante,,,,0.0,0.0
Mara Gere,,,,0.0,0.0
Mara Jean Quinn,,,,0.0,0.0
Mara Katria,8.7,8.7,,0.0,0.0
Mara Linsener,,,,0.0,0.0
Mara Luttor,5.8,5.8,,0.0,0.0
Mara Mattuschka,6.15,7.6,1.0472185381603338,0.0,0.0
Mara Mourão,6.7250000000000005,7.9,1.3865424623862046,0.0,0.0
Mara Neira,,,,0.0,0.0
Mara Nicolescu,,,,0.0,0.0
Mara Pelecis,,,,0.0,0.0
Mara Pescio,,,,0.0,0.0
Mara Pigeon,,,,0.0,0.0
Mara Polgovsky,,,,0.0,0.0
Mara Ravins,,,,0.0,0.0
Mara Tamkovich,,,,0.0,0.0
Mara Zizou Fall,8.5,8.5,,0.0,0.0
MaraNicole Lucas,,,,0.0,0.0
Maradia Tsaava,,,,0.0,0.0
Maradihalli Nagachandra,,,,0.0,0.0
Maradona Dias Dos Santos,5.45,7.0,2.1920310216782974,0.0,0.0
Marah Mohammad Alkhateeb,,,,0.0,0.0
Marah Strauch,6.9,6.9,,0.0,0.0
Marama Killen,5.5,5.5,,0.0,0.0
Maramena Roderick,,,,0.0,0.0
Maranatha Hay,,,,0.0,0.0
Maranda Fritchey,,,,0.0,0.0
Marat Aripov,6.2,6.2,,0.0,0.0
Marat Magambetov,8.1,8.1,,0.0,0.0
Marat Parkhomovsky,,,,0.0,0.0
Marat Rafikov,5.38,7.1,0.9833615815151618,0.0,0.0
Marat Rakhmatov,,,,0.0,0.0
Marat Sargsyan,6.4,6.9,0.7071067811865476,0.0,0.0
Marat Sarulu,6.7,7.0,0.2943920288775952,0.0,0.0
Marat Zaripov,,,,0.0,0.0
Marble Slinger,7.3,7.3,,0.0,0.0
Marc A. Hutchins,4.9,5.6,0.9899494936611665,0.0,0.0
Marc Abas,7.7,7.7,,0.0,0.0
Marc Abi Rached,5.9,5.9,,0.0,0.0
Marc Abraham,6.4,7.0,0.8485281374238575,0.0,0.0
Marc Adebesin,,,,0.0,0.0
Marc Adjadj,6.1,6.1,,0.0,0.0
Marc Allen,7.7,7.7,,0.0,0.0
Marc Allégret,5.68,7.0,0.8927485648266255,0.0,0.0
Marc Andreottola,,,,0.0,0.0
Marc Angelo,5.1,5.1,,0.0,0.0
Marc Anthony Martinez,,,,0.0,0.0
Marc Anthony Massimei,6.0,6.0,,0.0,0.0
Marc Antonio Pritchett,,,,0.0,0.0
Marc Antonio Rios,,,,0.0,0.0
Marc Arellano,,,,0.0,0.0
Marc Asselin,,,,0.0,0.0
Marc Atwood,3.7,3.7,,0.0,0.0
Marc Azéma,7.4,7.4,,0.0,0.0
Marc B. Ray,3.9000000000000004,4.7,1.1313708498984762,0.0,0.0
Marc Barbena,5.6,5.6,,0.0,0.0
Marc Barnig,4.2,4.2,,0.0,0.0
Marc Barrat,5.3,5.3,,0.0,0.0
Marc Bauder,6.466666666666666,7.1,0.850490054811538,0.0,0.0
Marc Beaudet,,,,0.0,0.0
Marc Becker,,,,0.0,0.0
Marc Beeby,,,,0.0,0.0
Marc Belhassen,6.6,6.6,,0.0,0.0
Marc Benardout,5.3,5.3,,0.0,0.0
Marc Beneria,,,,0.0,0.0
Marc Bennett,7.6,7.6,,0.0,0.0
Marc Berlin,6.366666666666667,8.0,1.8876793513023693,0.0,0.0
Marc Bessou,,,,0.0,0.0
Marc Bielli,,,,0.0,0.0
Marc Bisaillon,6.199999999999999,6.3,0.1414213562373093,0.0,0.0
Marc Bischof,,,,0.0,0.0
Marc Blais,,,,0.0,0.0
Marc Blanc,8.1,8.1,,0.0,0.0
Marc Blasweiler,,,,0.0,0.0
Marc Boese,,,,0.0,0.0
Marc Boettcher,6.8,6.8,,0.0,0.0
Marc Boily,,,,0.0,0.0
Marc Boréal,6.9,6.9,,0.0,0.0
Marc Boudignon,7.8,7.8,,0.0,0.0
Marc Boureau,6.0,6.0,,0.0,0.0
Marc Bourgeois,,,,0.0,0.0
Marc Boyer,,,,0.0,0.0
Marc Brasse,6.6,6.6,,0.0,0.0
Marc Brener,5.9,5.9,,0.0,0.0
Marc Brickman,,,,0.0,0.0
Marc Brissett,5.6,5.8,0.28284271247461834,0.0,0.0
Marc Brodzik,7.4,7.4,,0.0,0.0
Marc Brousseau,,,,0.0,0.0
Marc Brugger,,,,0.0,0.0
Marc Bruimaud,,,,0.0,0.0
Marc Brulard,7.9,7.9,,0.0,0.0
Marc Brummund,7.2,7.2,,0.0,0.0
Marc Bruni,,,,0.0,0.0
Marc Bruynbroek-Lautal,,,,0.0,0.0
Marc C. Zatorsky,6.1,6.1,,0.0,0.0
Marc Camoletti,4.1,4.1,,0.0,0.0
Marc Carlini,5.8,5.8,,0.0,0.0
Marc Caro,6.6000000000000005,7.5,1.5588457268119895,0.0,0.0
Marc Carpentier,,,,0.0,0.0
Marc Carreté,3.75,4.6,1.2020815280171306,0.0,0.0
Marc Casilli,,,,0.0,0.0
Marc Castañé,,,,0.0,0.0
Marc Cayce,5.4,7.0,1.6431676725154982,0.0,0.0
Marc Cerutti,7.4,7.4,,0.0,0.0
Marc Charley,,,,0.0,0.0
Marc Chiat,5.9,5.9,,0.0,0.0
Marc Chica i José,8.5,8.5,,0.0,0.0
Marc Cinquanta,3.1,3.1,,0.0,0.0
Marc Clebanoff,4.4799999999999995,6.8,1.7035257556021863,0.0,0.0
Marc Coleman,,,,0.0,0.0
Marc Colilla Hurtado,,,,0.0,0.0
Marc Collin,6.2,6.2,,0.0,0.0
Marc Colucci,5.9,5.9,,0.0,0.0
Marc Conen,5.9,5.9,,0.0,0.0
Marc Cortes,,,,0.0,0.0
Marc Cousin,,,,0.0,0.0
Marc Crehuet,6.9,7.2,0.42426406871192857,0.0,0.0
Marc Cushman,5.5,5.5,,0.0,0.0
Marc Daniels,5.7,5.7,,0.0,0.0
Marc De Beaufort,7.2,7.2,,0.0,0.0
Marc De La Ménardière,7.3,7.3,,0.0,0.0
Marc Desaulniers,,,,0.0,0.0
Marc Desmet,7.0,7.0,,0.0,0.0
Marc Devaud,,,,0.0,0.0
Marc Dickerson,,,,0.0,0.0
Marc Didden,5.983333333333333,6.5,0.6911343333004566,0.0,0.0
Marc Dietschreit,6.1,6.1,,0.0,0.0
Marc Dourdin,6.65,7.6,1.3435028842544403,0.0,0.0
Marc Dozier,,,,0.0,0.0
Marc Dubois,,,,0.0,0.0
Marc Dufaud,7.2,7.2,,0.0,0.0
Marc Dugain,6.6,6.7,0.14142135623730995,0.0,0.0
Marc Durand,,,,0.0,0.0
Marc Dworkin,7.4,7.4,,0.0,0.0
Marc Décosterd,8.4,8.8,0.5656854249492386,0.0,0.0
Marc E. Nathanson,,,,0.0,0.0
Marc Eberhardt,6.3,6.3,,0.0,0.0
Marc Eberle,8.2,8.2,,0.0,0.0
Marc Edwards,7.1,7.1,,0.0,0.0
Marc Ellegaard,7.0,7.0,,0.0,0.0
Marc Erlbaum,5.7,6.0,0.4242640687119283,0.0,0.0
Marc Esposito,5.8999999999999995,6.8,0.769415362466854,0.0,0.0
Marc Esquirol,,,,0.0,0.0
