primaryName,actor_score_mean,actor_score_max,actor_score_std,actor_ganador_oscar_prom,actor_nominado_oscar_prom
George Meyer-Goll,5.775,7.1,1.1499999999999997,0.0,0.0
George Meyers,8.7,8.7,,0.0,0.0
George Michael,,,,0.0,0.0
George Michael Georgiou,,,,0.0,0.0
George Michael Kostuch,6.9,6.9,,0.0,0.0
George Miden,3.7,3.7,,0.0,0.0
George Mihaita,7.05,8.0,0.6375175067624191,0.0,0.0
George Mikell,5.622222222222223,6.8,0.7084803768944095,0.0,0.0
George Milan,5.7,5.7,,0.0,0.0
George Millay,6.7,6.7,,0.0,0.0
George Miller,7.266666666666667,9.5,3.3620430296671295,0.0,0.0
George Milligan,5.2,5.2,,0.0,0.0
George Mireless,6.1,6.1,,0.0,0.0
George Miron,5.7,5.7,,0.0,0.0
George Miserlis,7.033333333333334,8.7,2.307234997422961,0.0,0.0
George Misinde,,,,0.0,0.0
George Mitchell,6.58,8.0,1.3046072205840344,0.0,0.0
George Mo,,,,0.0,0.0
George Mohun,7.5,7.5,,0.0,0.0
George Monbiot,6.6,6.6,,0.0,0.0
George Montgomery,5.075,6.8,0.936304793679209,0.0,0.0
George Moon,5.3,5.3,,0.0,0.0
George Moore,6.433333333333334,7.3,1.250333288900737,0.0,0.0
George Moorse,6.25,6.8,0.7778174593052021,0.0,0.0
George Morafetis,5.75,6.3,0.7778174593052021,0.0,0.0
George Moreno,,,,0.0,0.0
George Morfogen,5.644444444444444,6.4,0.8560244025597508,0.0,0.0
George Morgan,6.566666666666666,7.6,0.9291573243177569,0.0,0.0
George Morris,4.3,4.3,,0.0,0.0
George Morrisey Jr.,7.6,7.6,,0.0,0.0
George Morrison,,,,0.0,0.0
George Morton,4.4,4.4,,0.0,0.0
George Moss,6.833333333333333,7.0,0.15275252316519433,0.0,0.0
George Motoi,6.7,7.7,0.6089608635481707,0.0,0.0
George Moultrie,8.0,8.0,,0.0,0.0
George Mouriadis,4.0,4.0,,0.0,0.0
George Moussou,5.6,5.6,,0.0,0.0
George Mowlam,6.4,6.4,,0.0,0.0
George Mpougos,5.6,5.6,,0.0,0.0
George Mpouras,,,,0.0,0.0
George Mulis,5.3,5.3,,0.0,0.0
George Mundell,,,,0.0,0.0
George Murcell,6.01,7.4,0.8265725752904112,0.0,0.0
George Murdock,5.354166666666667,6.8,0.9301608868159958,0.0,0.0
George Murray,5.4,5.6,0.28284271247461895,0.0,0.0
George N. Neise,6.075,6.4,0.34034296427770266,0.0,0.0
George N. Thompson,5.85,6.2,0.49497474683058373,0.0,0.0
George Nachtrieb,4.8,4.8,,0.0,0.0
George Nader,5.266666666666667,7.1,0.9641181512261914,0.0,0.0
George Nak,4.5,4.5,,0.0,0.0
George Nakas,5.45,6.0,0.7778174593052021,0.0,0.0
George Namanich,,,,0.0,0.0
George Nataniel,,,,0.0,0.0
George Nathaniel,,,,0.0,0.0
George Naylor,2.6,2.6,,0.0,0.0
George Negoescu,6.6571428571428575,7.4,0.7020378500174635,0.0,0.0
George Nelson,5.1,5.1,,0.0,0.0
George Netesky,7.9,7.9,,0.0,0.0
George Nettleton,,,,0.0,0.0
George Newbern,5.154545454545455,6.9,1.1500423481756672,0.0,0.0
George Newton,6.366666666666667,7.7,1.1201190412927846,0.0,0.0
George Ng,,,,0.0,0.0
George Nicholas,4.783333333333333,6.8,1.0740887610745526,0.0,0.0
George Nicholls,2.9,2.9,,0.0,0.0
George Nichols,,,,0.0,0.0
George Nickels,6.9,7.5,0.8485281374238568,0.0,0.0
George Nickolas K.,5.1,5.1,,0.0,0.0
George Nicol,,,,0.0,0.0
George Nicolaidis,7.449999999999999,7.6,0.21213203435596445,0.0,0.0
George Nicolas,4.7,4.9,0.2828427124746193,0.0,0.0
George Niles Berry,3.3,3.3,,0.0,0.0
George Nix,3.5,3.5,,0.0,0.0
George Noory,,,,0.0,0.0
George Nottoli,7.4,7.4,,0.0,0.0
George Nutting,5.6,5.6,,0.0,0.0
George O'Barts,7.1,7.1,,0.0,0.0
George O'Connor,,,,0.0,0.0
George O'Hanlon,5.5,5.5,,0.0,0.0
George O'Hanlon Jr.,5.466666666666666,6.2,0.8082903768654767,0.0,0.0
George O'Keefe,,,,0.0,0.0
George O'Kreenke,4.5,4.5,,0.0,0.0
George Oakley,4.3,4.3,,0.0,0.0
George Oamen,,,,0.0,0.0
George Oancea,7.7,8.6,0.7810249675906655,0.0,0.0
George Obadiah,5.9,5.9,,0.0,0.0
George Oeste,5.0,5.0,,0.0,0.0
George Ohrin,,,,0.0,0.0
George Oketch,9.0,9.0,,0.0,0.0
George Okon,4.9,4.9,,0.0,0.0
George Olar,8.6,8.6,,0.0,0.0
George Oliver,8.8,8.8,,0.0,0.0
George Onyekwerel Leyemi,,,,0.0,0.0
George Ooppee McCurn,5.7,5.7,,0.0,0.0
George Oprea,4.9,4.9,,0.0,0.0
George Orchard,,,,0.0,0.0
George Ortuzar,4.95,5.5,0.7778174593052021,0.0,0.0
George Osmolovsky,,,,0.0,0.0
George Osterman,5.4,5.4,,0.0,0.0
George Ovalle,3.9,3.9,,0.0,0.0
George Overin,7.8,7.8,,0.0,0.0
George P. Cosmatos,7.2,7.2,,0.0,0.0
George P. Gakoumis Jr.,5.2,5.2,,0.0,0.0
George P. Schultz,6.4,6.4,,0.0,0.0
George P. Wallace,7.1,7.1,,0.0,0.0
George P. Wilbur,5.0,5.8,1.1313708498984758,0.0,0.0
George Paez,4.7,4.7,,0.0,0.0
George Pakola,,,,0.0,0.0
George Pan Andreas,5.133333333333334,7.3,2.498666310921355,0.0,0.0
George Pantages,2.4,2.4,,0.0,0.0
George Papadakis,5.4,5.4,,0.0,0.0
George Pappas,8.0,8.0,,0.0,0.0
George Parker,,,,0.0,0.0
George Passmore,6.1,6.1,,0.0,0.0
George Pastell,5.778571428571429,7.3,0.7018421600206257,0.0,0.0
George Patterson,5.9,5.9,,0.0,0.0
George Paul Avram,8.149999999999999,8.7,0.7778174593052014,0.0,0.0
George Paul Csicsery,6.3,6.3,,0.0,0.0
George Paulsin,4.8,5.8,1.7320508075688772,0.0,0.0
George Paunescu,7.0,7.0,,0.0,0.0
George Payne,,,,0.0,0.0
George Pearson,7.2,7.2,,0.0,0.0
George Pearton,7.0,7.0,,0.0,0.0
George Peck,3.8,3.8,,0.0,0.0
George Pelster,6.05,6.1,0.0707106781186545,0.0,0.0
George Pendill,8.4,8.4,,0.0,0.0
George Peppard,6.044827586206897,7.6,0.8144174986264513,0.0,0.0
George Percy,5.8,5.8,,0.0,0.0
George Perez,6.0,7.7,1.1454256850621083,0.0,0.0
George Perkins,,,,0.0,0.0
George Peroulas,3.1999999999999997,3.4,0.2645751311064591,0.0,0.0
George Perry,4.6000000000000005,7.4,3.9597979746446663,0.0,0.0
George Petcu,6.9,6.9,,0.0,0.0
George Peters,5.36,8.3,1.989472291840226,0.0,0.0
George Petrie,6.9,7.8,1.2727922061357857,0.0,0.0
George Petrosi,4.7,4.7,,0.0,0.0
George Pheneger,6.9,6.9,,0.0,0.0
George Piehl,7.2,7.2,,0.0,0.0
George Pilgrim,5.3,5.3,,0.0,0.0
George Pinzón,3.3,3.3,,0.0,0.0
George Pistereanu,6.1125,7.0,0.4733995594179855,0.0,0.0
George Pitis,8.9,8.9,,0.0,0.0
George Plamondon,6.2,6.2,,0.0,0.0
George Plank,,,,0.0,0.0
George Plimpton,5.35,7.6,1.419255337945119,0.0,0.0
George Pogacich,5.4,7.2,2.5455844122715714,0.0,0.0
George Politzer,3.2,3.2,,0.0,0.0
George Popov,5.2,5.2,,0.0,0.0
George Popovich,8.3,8.8,0.7071067811865478,0.0,0.0
George Porter Jr.,7.9,7.9,,0.0,0.0
George Pottle,5.8,5.8,,0.0,0.0
George Potts,,,,0.0,0.0
George Poulos,7.2,7.2,,0.0,0.0
George Prataris,4.9,4.9,,0.0,0.0
George Pravda,6.111111111111111,7.2,0.725335171566298,0.0,0.0
George Prekel,2.0,2.0,,0.0,0.0
George Prentice,,,,0.0,0.0
George Prince,1.6,1.6,,0.0,0.0
George Psarras,5.7,5.7,,0.0,0.0
George Psomiadis Breadman,5.0,5.9,1.5588457268119893,0.0,0.0
George Pullar,5.8,6.5,0.9899494936611668,0.0,0.0
George Purdy,6.6,6.6,,0.0,0.0
George Pursel,4.7,4.7,,0.0,0.0
George Pusep,6.6,6.6,,0.0,0.0
George Q. Nguyen,7.65,7.8,0.21213203435596445,0.0,0.0
George Quartz,8.1,8.1,,0.0,0.0
George Quaye,6.1,6.1,,0.0,0.0
George Queen,7.6,7.6,,0.0,0.0
George Quibuyen,,,,0.0,0.0
George Quinn,6.75,7.7,1.3435028842544405,0.0,0.0
George R. Goldie IV,,,,0.0,0.0
George R. Hildebrand,,,,0.0,0.0
George R. Merdinger,3.7,3.7,,0.0,0.0
George R. Robertson,6.5,7.4,0.7810249675906658,0.0,0.0
George R. Russell,4.7,5.5,0.8164965809277257,0.0,0.0
George R. Sheffey,5.3,5.3,,0.0,0.0
George Radovics,7.0,7.0,,0.0,0.0
George Rafael,6.2,6.5,0.4242640687119283,0.0,0.0
George Rafferty,6.7,6.7,,0.0,0.0
George Raft,5.6,6.3,0.739369100427294,0.0,0.0
George Rakito,,,,0.0,0.0
George Ramdawah,,,,0.0,0.0
George Randall,5.3,5.3,,0.0,0.0
George Randolph,6.7,6.7,,0.0,0.0
George Ranger,4.5,4.5,,0.0,0.0
George Rankins,5.0,5.0,,0.0,0.0
George Ratchford,7.0,7.0,,0.0,0.0
George Rathburn,4.6,4.6,,0.0,0.0
George Raynor,5.1,6.1,1.4142135623730951,0.0,0.0
George Reich,6.7,6.7,,0.0,0.0
George Reinholt,8.9,8.9,,0.0,0.0
George Remes,5.1,6.9,1.0559356040971435,0.0,0.0
George Reynolds,7.0,7.0,,0.0,0.0
George Rhodes,6.6,6.6,,0.0,0.0
George Riddle,6.340000000000001,7.4,0.7368853370776215,0.0,0.0
George Riley,5.15,5.4,0.3535533905932738,0.0,0.0
George Ritchie,5.9,5.9,,0.0,0.0
George Roberson,5.1,5.1,,0.0,0.0
George Robert Bailey,6.5,6.5,,0.0,0.0
George Robert Dickens,8.3,8.3,,0.0,0.0
George Robert Klek,5.45,7.5,2.899137802864845,0.0,0.0
George Robinson,5.5,6.6,1.5556349186104041,0.0,0.0
George Robotham,5.3,5.3,,0.0,0.0
George Robu,5.9,5.9,,0.0,0.0
George Rocky Sullivan,7.5,7.5,,0.0,0.0
George Rodart,2.8,2.8,,0.0,0.0
George Roderick,5.733333333333333,6.3,0.5131601439446889,0.0,0.0
George Rodgers,3.9,3.9,,0.0,0.0
George Rodrigues,2.0,2.0,,0.0,0.0
George Rogers,8.3,8.3,,0.0,0.0
George Rohrbach,6.9,6.9,,0.0,0.0
George Rokas,8.6,8.6,,0.0,0.0
George Romanovsky,,,,0.0,0.0
George Rose,6.970000000000001,7.7,0.6532823109328596,0.0,0.0
George Rosek,5.5,5.5,,0.0,0.0
George Ross,,,,0.0,0.0
George Ross Bridgman,,,,0.0,0.0
George Rossi,5.5600000000000005,6.6,1.209545369136685,0.0,0.0
George Roubicek,6.3,6.9,0.8717797887081351,0.0,0.0
George Roy Hill,7.0,7.0,,0.0,0.0
George Rudy,6.017647058823529,7.8,1.0707680036530125,0.0,0.0
George Russell,,,,0.0,0.0
George Russo,5.221428571428571,6.5,0.7495419846901085,0.0,0.0
George Ryan's Winslow High-Steppers,7.0,7.0,,0.0,0.0
George Ryczek,6.5,6.5,,0.0,0.0
George S. Cotter,,,,0.0,0.0
George S. Gemette,6.35,6.8,0.6363961030678927,0.0,0.0
George S. Irving,5.525,6.7,1.1729592206608608,0.0,0.0
George S. Lima,6.1,6.1,,0.0,0.0
George Sager,3.7,3.7,,0.0,0.0
George Salazar,3.8,3.8,,0.0,0.0
George Sals,5.6,5.6,,0.0,0.0
George Samano,5.05,6.0,1.3435028842544405,0.0,0.0
George Sample III,5.84,7.0,0.8734987120768982,0.0,0.0
George Sampson,5.699999999999999,5.8,0.1414213562373093,0.0,0.0
George Sams,6.6,6.6,,0.0,0.0
George Sanders,5.859375,7.6,0.9047756360628328,0.9705882352941176,0.9705882352941176
George Sandler,5.8,5.8,,0.0,0.0
George Santino,,,,0.0,0.0
George Santopietro,6.7,6.7,,0.0,0.0
George Santos,4.6,4.6,,0.0,0.0
George Sapounidis,8.2,8.2,,0.0,0.0
George Sarkees,6.4,6.4,,0.0,0.0
George Sarris,,,,0.0,0.0
George Sasaki,4.5,4.5,,0.0,0.0
George Saulnier,6.4,6.4,,0.0,0.0
George Sauma,6.0,7.2,1.2832251036613442,0.0,0.0
George Saunders,4.085714285714286,6.9,1.5710172621888148,0.0,0.0
George Savalas,4.9,5.2,0.42426406871192857,0.0,0.0
George Savvides,6.4,6.4,,0.0,0.0
George Sawaya,5.4399999999999995,6.5,0.6877499545619757,0.0,0.0
George Sawyer,7.1,7.1,,0.0,0.0
George Sayah,7.6,7.6,,0.0,0.0
George Schewnzer,5.1,5.1,,0.0,0.0
George Schiavone,,,,0.0,0.0
George Schichtle,,,,0.0,0.0
George Schindler,7.0,7.0,,0.0,0.0
George Schinler,,,,0.0,0.0
George Schlagel,,,,0.0,0.0
George Schneider,4.8,4.8,,0.0,0.0
George Schroeder,,,,0.0,0.0
George Scott,7.6,7.6,,0.0,0.0
George Scrivani,,,,0.0,0.0
George Sear,5.3,5.3,,0.0,0.0
George Seavey,3.1,3.1,,0.0,0.0
George Seddon,5.8,5.8,,0.0,0.0
George Seder,7.95,8.0,0.0707106781186545,0.0,0.0
George Sedhom,5.75,6.1,0.519615242270663,0.0,0.0
George Segal,5.947169811320754,8.0,0.889382623722102,0.0,0.9811320754716981
George Selick,7.8,7.8,,0.0,0.0
George Selway,6.1,6.3,0.28284271247461834,0.0,0.0
George Seminara,4.5,4.5,,0.0,0.0
George Sewell,6.216666666666666,7.3,0.8266397845091497,0.0,0.0
George Shakkour,,,,0.0,0.0
George Shane,5.220000000000001,6.8,1.617714437099453,0.0,0.0
George Shannon,4.18,5.4,0.6870225614927071,0.0,0.0
George Shapiro,7.4,7.4,,0.0,0.0
George Sharperson,4.9,4.9,,0.0,0.0
George Shay,7.0,7.0,,0.0,0.0
George Shevtsov,5.89,6.8,1.0246408584908613,0.0,0.0
George Shibata,6.266666666666667,6.9,0.8504900548115384,0.0,0.0
George Shire,7.2,7.2,,0.0,0.0
George Shoemaker,6.5,6.5,,0.0,0.0
George Siametis,,,,0.0,0.0
George Sibley,6.0,6.0,,0.0,0.0
George Sidhum,5.855555555555555,6.8,0.7247604968386299,0.0,0.0
George Siena,6.7,6.7,,0.0,0.0
George Sila,,,,0.0,0.0
George Silver,6.2,6.4,0.2828427124746193,0.0,0.0
George Simonelli,3.6,3.6,,0.0,0.0
George Sims,5.3,5.3,,0.0,0.0
George Sission,5.2,5.2,,0.0,0.0
George Sitilides,,,,0.0,0.0
George Skaff,5.1,5.8,0.9899494936611658,0.0,0.0
George Skiadas,5.8,5.8,,0.0,0.0
George Sluizer,5.9,5.9,,0.0,0.0
George Smale,,,,0.0,0.0
George Smith,6.340000000000001,8.3,2.1384573879317776,0.0,0.0
George Snarberg III,4.0,4.0,,0.0,0.0
George Snowdin,,,,0.0,0.0
George Snyder,,,,0.0,0.0
George Sofrag,6.3,6.3,,0.0,0.0
George Somner,6.1,6.1,,0.0,0.0
George Souza,7.3,7.3,,0.0,0.0
George Soviak,4.7,4.7,,0.0,0.0
George Spalding,6.5,6.5,,0.0,0.0
George Spann,,,,0.0,0.0
George Spartels,5.575,6.2,0.6500000000000002,0.0,0.0
George Spell,5.6,5.7,0.1414213562373093,0.0,0.0
George Spellman,2.8,2.8,,0.0,0.0
George Spelvin,6.8,7.1,0.4242640687119283,0.0,0.0
George Spence,4.2,4.2,,0.0,0.0
George Spencer,4.6000000000000005,4.7,0.10000000000000031,0.0,0.0
George Sperdakos,5.333333333333333,6.4,0.7033254343948232,0.0,0.0
George Spielvogel III,,,,0.0,0.0
George St. Thomas,4.3,4.3,,0.0,0.0
George Staines,6.35,6.9,0.7778174593052023,0.0,0.0
George Stallings,,,,0.0,0.0
George Stanchev,4.95,6.3,1.9091883092036783,0.0,0.0
George Starkey,5.1,5.1,,0.0,0.0
George Statiras,,,,0.0,0.0
George Stauch,4.9,4.9,,0.0,0.0
George Stavropoulos,,,,0.0,0.0
George Steane,,,,0.0,0.0
George Steinberg,7.1,7.1,,0.0,0.0
George Steve,4.4,4.4,,0.0,0.0
George Steven O'Brien,,,,0.0,0.0
George Stevens,7.1,7.1,,0.0,0.0
George Stewart,4.7,4.7,,0.0,0.0
George Stocks,4.3,4.3,,0.0,0.0
George Stoll,4.2,4.2,,0.0,0.0
George Stover,4.52,6.6,1.0099504938362076,0.0,0.0
George Strait,7.1,7.1,,0.0,0.0
George Streets,5.7,5.7,,0.0,0.0
George Stroumboulopoulos,5.35,5.4,0.07071067811865545,0.0,0.0
George Stults,4.833333333333333,7.9,1.6194649322126944,0.0,0.0
George Stumpf,5.1000000000000005,8.4,3.7643060449437424,0.0,0.0
George Sukara,7.4,7.4,,0.0,0.0
George Sullivan,5.800000000000001,6.2,0.5656854249492382,0.0,0.0
George Sutton,5.3,5.3,,0.0,0.0
George Sweeney,5.8,6.1,0.43588989435406744,0.0,0.0
George Swezcov,7.9,7.9,,0.0,0.0
George Swinebroad,6.8,6.8,,0.0,0.0
George T. Clarke,,,,0.0,0.0
George T. Odom,6.05,6.3,0.3535533905932738,0.0,0.0
George T. Tartee,,,,0.0,0.0
George Ta,5.3,5.3,,0.0,0.0
George Tabori,6.875,7.7,0.5737304826019504,0.0,0.0
George Tafelski,,,,0.0,0.0
George Taka,6.7,8.4,2.4041630560342617,0.0,0.0
George Takahashi,,,,0.0,0.0
George Takei,5.7942857142857145,8.1,1.2720855634242016,0.0,0.0
George Tamerlani,2.9,2.9,,0.0,0.0
George Tannous,6.4,6.4,,0.0,0.0
George Tapare,4.7,4.7,,0.0,0.0
George Tasudis,7.8,7.8,,0.0,0.0
George Taylor,6.050000000000001,6.2,0.2121320343559638,0.0,0.0
George Tchortov,4.966666666666667,5.7,0.6658328118479395,0.0,0.0
George Telek,,,,0.0,0.0
George Telfer,8.0,8.0,,0.0,0.0
George Tevelde,4.1,4.1,,0.0,0.0
George Theobald,5.1,5.1,,0.0,0.0
George Thibault,,,,0.0,0.0
George Thomas,4.38,6.8,1.6161683080669538,0.0,0.0
George Thomas Jr.,7.8,7.8,,0.0,0.0
George Thomas Mansel,,,,0.0,0.0
George Thompson,6.15,6.4,0.3535533905932738,0.0,0.0
George Thrush,6.9,6.9,,0.0,0.0
George Tiadi,6.8,8.5,1.3475904422338414,0.0,0.0
George Tietze,7.5,7.5,,0.0,0.0
George Tillis,,,,0.0,0.0
George Timothy,7.0,7.2,0.2828427124746193,0.0,0.0
George Tobal,,,,0.0,0.0
George Tobias,5.525,6.4,0.8301606270274848,0.0,0.0
George Todd,2.9,2.9,,0.0,0.0
George Tokoro,7.449999999999999,7.6,0.21213203435596445,0.0,0.0
George Tombs,,,,0.0,0.0
George Tomsett,,,,0.0,0.0
George Torres,7.0,7.0,,0.0,0.0
George Tough,4.6,4.6,,0.0,0.0
George Touliatos,4.926666666666667,7.0,1.0422960003669555,0.0,0.0
George Tounas,6.7,6.7,,0.0,0.0
George Tovar,5.025,6.3,1.472809107341025,0.0,0.0
George Tovey,6.550000000000001,6.7,0.2121320343559638,0.0,0.0
George Trahanis,7.9,7.9,,0.0,0.0
George Tregre,3.9,3.9,,0.0,0.0
George Triplett,,,,0.0,0.0
George Tripos,3.4,3.4,,0.0,0.0
George Troester,5.85,6.5,0.919238815542512,0.0,0.0
George Trullinger,,,,0.0,0.0
George Tsai,,,,0.0,0.0
George Tsaki,3.0,3.0,,0.0,0.0
George Tsakiridis,6.5,8.1,2.2627416997969516,0.0,0.0
George Tsaousis,4.6,4.6,0.0,0.0,0.0
George Tsontakis,,,,0.0,0.0
George Tsypin,8.8,8.8,,0.0,0.0
George Turner,,,,0.0,0.0
George Tutie,4.3,6.8,1.7262676501632064,0.0,0.0
George Tyne,5.62,7.0,0.9066421565314509,0.0,0.0
George Tynes,5.5,5.5,,0.0,0.0
George Uberti,,,,0.0,0.0
George Ukomadu,3.7,3.7,,0.0,0.0
George V. Andreakos,7.0,7.0,,0.0,0.0
George Val Beer,6.699999999999999,6.8,0.1414213562373093,0.0,0.0
George Valaris,4.9,4.9,,0.0,0.0
George Valismis,5.6,5.6,,0.0,0.0
George Van Dam,3.0,3.0,,0.0,0.0
George Van Noy,,,,0.0,0.0
George Varro,,,,0.0,0.0
George Verrecchia,4.8,4.8,,0.0,0.0
George Vidalis,5.65,6.2,0.777817459305203,0.0,0.0
George Vieira,3.5,3.5,,0.0,0.0
George Vijay Nelson,6.35,7.1,1.0606601717798212,0.0,0.0
George Vincent,,,,0.0,0.0
George Voskovec,6.644444444444444,7.6,0.7535103036971543,0.0,0.0
George Vossos,7.4,7.4,,0.0,0.0
George Vraca,7.2,7.2,,0.0,0.0
George Vricos,6.266666666666667,8.4,2.722743714221618,0.0,0.0
George W. Bush,7.55,8.7,1.6263455967290585,0.0,0.0
George W. Byers,3.9,3.9,,0.0,0.0
George W. Craig,,,,0.0,0.0
George W. Harr Jr.,5.1,5.1,,0.0,0.0
George W. Hladky,7.6,7.6,,0.0,0.0
George W. Scott,5.433333333333334,6.9,2.454248017893329,0.0,0.0
George Wadsworth,3.433333333333333,4.6,1.2583057392117916,0.0,0.0
George Wagner,5.8,5.8,,0.0,0.0
George Wald,5.9,5.9,,0.0,0.0
George Walker,,,,0.0,0.0
George Walkerson,,,,0.0,0.0
George Wallace,5.5,6.7,0.8992059989632123,0.0,0.0
George Walsh,5.866666666666667,7.6,2.500666577801473,0.0,0.0
George Wang,5.0233333333333325,6.6,0.8156585379769602,0.0,0.0
George Ward,,,,0.0,0.0
George Waring,6.7,6.7,,0.0,0.0
George Warner,3.5,3.5,,0.0,0.0
George Washburn,6.7,6.7,,0.0,0.0
George Waters,7.1,8.0,1.2727922061357857,0.0,0.0
George Watts,6.5,6.5,,0.0,0.0
George Weber,7.0,7.0,,0.0,0.0
George Webster,6.38,7.6,1.0940749517286281,0.0,0.0
George Weightman,4.05,4.7,0.9192388155425119,0.0,0.0
George Weiss,,,,0.0,0.0
George Welbes,5.25,5.5,0.3535533905932738,0.0,0.0
George Welder,,,,0.0,0.0
George Welton,6.0,6.0,,0.0,0.0
George Wendt,5.83,7.0,0.9300166850561116,0.0,0.0
George Werther,4.1,4.1,,0.0,0.0
George Weslyn,4.8,4.8,,0.0,0.0
George Westbury,7.2,7.2,,0.0,0.0
George Whaley,5.05,5.7,0.5066228051190226,0.0,0.0
George Whitford,5.8,5.8,,0.0,0.0
George Wienbarg III,,,,0.0,0.0
George Wilhelm,5.4,5.4,,0.0,0.0
George Wilkinson,,,,0.0,0.0
George Willborn,5.3,5.3,,0.0,0.0
George Williams,6.6125,9.7,1.7455555808149694,0.0,0.0
George Willing,5.550000000000001,5.9,0.49497474683058373,0.0,0.0
George Willis,,,,0.0,0.0
George Wills,6.6,6.6,,0.0,0.0
George Wilson,6.5,7.8,0.9665845613735584,0.0,0.0
George Wiltshire,6.7,6.7,,0.0,0.0
George Winn-Darley,,,,0.0,0.0
George Winner,6.0,6.0,,0.0,0.0
George Winter,7.5,7.5,,0.0,0.0
George Wolfe,5.9,6.1,0.28284271247461834,0.0,0.0
George Woo,7.1,7.1,,0.0,0.0
George Woodard,5.959999999999999,8.0,2.291942407653386,0.0,0.0
George Woodbridge,6.6,6.6,,0.0,0.0
George Woods,4.8,4.8,,0.0,0.0
George Worrall,,,,0.0,0.0
George Wyner,5.527272727272727,7.1,1.072465299290293,0.0,0.0
George Xhilone,7.4,7.4,,0.0,0.0
George Yager,4.15,4.3,0.21213203435596445,0.0,0.0
George Yancy,,,,0.0,0.0
George Yaw Okyere,,,,0.0,0.0
George Yoonani,6.6,6.6,,0.0,0.0
George Young,6.0,6.8,0.9300537618869137,0.0,0.0
George Yuan,,,,0.0,0.0
George Zach,6.6,6.6,,0.0,0.0
George Zahedi,6.9,6.9,,0.0,0.0
George Zaima,6.4,6.4,,0.0,0.0
George Zawadzki,4.2,4.2,,0.0,0.0
George Zenios,5.1,5.8,0.9899494936611665,0.0,0.0
George Zhao,,,,0.0,0.0
George Zhuzikasio Ali,,,,0.0,0.0
George Zlatarev,5.45,7.0,1.4011899704655801,0.0,0.0
George Zouvelos,5.8,5.8,,0.0,0.0
George van Houts,6.4,6.5,0.1414213562373093,0.0,0.0
George van der Wagt,,,,0.0,0.0
Georgeanne Chapin,7.3,7.3,,0.0,0.0
Georges A. Diemert,6.5,6.5,,0.0,0.0
Georges Abe,7.3,7.3,,0.0,0.0
Georges Adet,6.557142857142857,7.6,1.0195704043977587,0.0,0.0
Georges Alban,5.95,7.2,1.7677669529663689,0.0,0.0
Georges Alexandre,5.05,5.3,0.3535533905932738,0.0,0.0
Georges Allemann,6.2,6.2,,0.0,0.0
Georges Aminel,5.190909090909091,6.4,0.8665501087121799,0.0,0.0
Georges Ancarno,4.6,4.6,,0.0,0.0
Georges Anderson,6.5,6.5,,0.0,0.0
Georges Aperghis,7.6,7.6,,0.0,0.0
Georges Appaix,,,,0.0,0.0
Georges Armaos,,,,0.0,0.0
Georges Arnaud,7.3,7.3,,0.0,0.0
Georges Atlas,6.214285714285714,6.9,0.40999419275794413,0.0,0.0
Georges Aubert,5.871428571428572,7.1,1.0781377242175285,0.0,0.0
Georges Aubin,7.2,7.2,,0.0,0.0
Georges Aubrey,6.25,6.4,0.21213203435596475,0.0,0.0
Georges Audoubert,5.9,6.6,0.8717797887081348,0.0,0.0
Georges Auric,6.7,6.7,,0.0,0.0
Georges Bajem,7.0,7.0,,0.0,0.0
Georges Beaucage,7.8,7.8,,0.0,0.0
Georges Beauvilliers,5.933333333333334,6.5,0.8144527815247078,0.0,0.0
Georges Beguin,6.1,6.1,,0.0,0.0
Georges Bejue,4.1,4.1,,0.0,0.0
Georges Bellec,5.2,5.4,0.2828427124746193,0.0,0.0
Georges Beller,5.58,7.8,1.0262860994355993,0.0,0.0
Georges Berten,,,,0.0,0.0
Georges Berthomieu,5.5,6.0,0.5,0.0,0.0
Georges Bielec,7.0,7.0,,0.0,0.0
Georges Biros,5.5,5.5,,0.0,0.0
Georges Bjebji,,,,0.0,0.0
Georges Blaness,4.816666666666666,6.7,1.5432649372893388,0.0,0.0
Georges Borgogno,7.0,7.0,,0.0,0.0
Georges Bousquet,7.5,7.5,,0.0,0.0
Georges Bouvier,6.3,6.3,,0.0,0.0
Georges Brossard,6.4,6.4,,0.0,0.0
Georges Bruce,8.7,8.7,,0.0,0.0
Georges Bécot,6.733333333333334,8.6,2.494660965609021,0.0,0.0
Georges Bélisle,7.2,7.2,,0.0,0.0
Georges Cachoux,3.6500000000000004,4.9,1.7677669529663693,0.0,0.0
Georges Camilli,3.7,3.7,,0.0,0.0
Georges Carmier,6.8,6.8,,0.0,0.0
Georges Carrère,6.15,6.5,0.49497474683058373,0.0,0.0
Georges Caudron,5.65,6.0,0.49497474683058373,0.0,0.0
Georges Chamarat,5.915384615384616,7.2,1.1208970766356101,0.0,0.0
Georges Charpak,6.8,6.8,,0.0,0.0
Georges Chartrand,,,,0.0,0.0
Georges Chelon,6.0,6.0,,0.0,0.0
Georges Chen,5.9,5.9,,0.0,0.0
Georges Christen,6.6,6.6,,0.0,0.0
Georges Claess,5.4,5.4,,0.0,0.0
Georges Clair,3.6,3.6,,0.0,0.0
Georges Claisse,5.9,7.3,1.0459445491994306,0.0,0.0
Georges Copeloussis,3.5,3.5,,0.0,0.0
Georges Corraface,5.93448275862069,7.4,1.000098517314657,0.0,0.0
