primaryName,actor_score_mean,actor_score_max,actor_score_std,actor_ganador_oscar_prom,actor_nominado_oscar_prom
Manoj K.U.,,,,0.0,0.0
Manoj K.V.,,,,0.0,0.0
Manoj Kadam,8.2,8.2,,0.0,0.0
Manoj Karki,6.6,6.6,,0.0,0.0
Manoj Krishna Tanneru,,,,0.0,0.0
Manoj Kumar,6.708333333333333,8.8,1.3061120056980455,0.0,0.0
Manoj Kumar Kalaivanan,,,,0.0,0.0
Manoj Kumar Manchu,5.721739130434782,8.7,1.2964835383518727,0.0,0.0
Manoj Kumar Narayanan,,,,0.0,0.0
Manoj Kumar Pant,8.4,8.4,,0.0,0.0
Manoj Kumar Rao,6.9,6.9,,0.0,0.0
Manoj Kumaraswamy,,,,0.0,0.0
Manoj Madhav Joshi,7.4,7.4,,0.0,0.0
Manoj Maheshwar,,,,0.0,0.0
Manoj Manav Pandey,8.0,8.0,,0.0,0.0
Manoj Manav Vats,,,,0.0,0.0
Manoj Mani Mathew,,,,0.0,0.0
Manoj Maran,2.7,2.7,,0.0,0.0
Manoj Mehra,7.6,7.6,,0.0,0.0
Manoj Michigan,8.6,8.6,,0.0,0.0
Manoj Mishra,6.733333333333333,7.7,0.9073771725877466,0.0,0.0
Manoj Misra,7.5,7.8,0.469041575982343,0.0,0.0
Manoj Mitra,6.54375,8.2,1.3965250653190997,0.0,0.0
Manoj Moses,,,,0.0,0.0
Manoj Muthyam,,,,0.0,0.0
Manoj Nair,3.8,3.8,,0.0,0.0
Manoj Nandam,6.3100000000000005,7.9,1.0743990568375108,0.0,0.0
Manoj Nandan,,,,0.0,0.0
Manoj Ojha,5.0,5.0,,0.0,0.0
Manoj Omen,,,,0.0,0.0
Manoj Pahwa,5.682222222222222,8.8,1.3470993904225357,0.0,0.0
Manoj Paleeti,,,,0.0,0.0
Manoj Panda,6.7,6.7,,0.0,0.0
Manoj Pandey,7.3999999999999995,8.5,1.493318452306808,0.0,0.0
Manoj Pandit,7.2,7.2,,0.0,0.0
Manoj Pandya,7.0,7.0,,0.0,0.0
Manoj Payyannoor,,,,0.0,0.0
Manoj Pillai,8.1,8.1,,0.0,0.0
Manoj Pramanik,,,,0.0,0.0
Manoj R. Pandey,4.699999999999999,5.3,0.8485281374238575,0.0,0.0
Manoj Ramola,,,,0.0,0.0
Manoj Rao,,,,0.0,0.0
Manoj Ravindren,,,,0.0,0.0
Manoj Rawat,,,,0.0,0.0
Manoj Sabharwal,5.6,5.6,,0.0,0.0
Manoj Saikia,7.1,7.1,,0.0,0.0
Manoj Sakarapani,,,,0.0,0.0
Manoj Santoshi,5.6,5.6,,0.0,0.0
Manoj Shah,7.7,7.7,,0.0,0.0
Manoj Sharma,7.0,7.0,,0.0,0.0
Manoj Singh,6.3,8.0,2.4041630560342617,0.0,0.0
Manoj Singh Kaira,5.9,5.9,,0.0,0.0
Manoj Siva,,,,0.0,0.0
Manoj Sood,5.175,6.5,1.1236102527122118,0.0,0.0
Manoj Sundar,,,,0.0,0.0
Manoj Swami,6.4,6.4,,0.0,0.0
Manoj Takne,,,,0.0,0.0
Manoj Tanan,,,,0.0,0.0
Manoj Thanath,,,,0.0,0.0
Manoj Tiger,7.359999999999999,8.8,1.316434578701122,0.0,0.0
Manoj Tiwari,3.8,4.8,1.7358955421722049,0.0,0.0
Manoj Triya,,,,0.0,0.0
Manoj Vadake Veetil,6.2,6.2,,0.0,0.0
Manoj Verma,5.75,6.0,0.3535533905932738,0.0,0.0
Manoj Vikram,,,,0.0,0.0
Manoj Vivan,,,,0.0,0.0
Manojava Galagali,5.6,5.6,,0.0,0.0
Manojit Boral,,,,0.0,0.0
Manojit Lahiri,,,,0.0,0.0
Manojit Mitra,,,,0.0,0.0
Manojkappu,,,,0.0,0.0
Manojlo Cvijanovic,7.2,7.2,,0.0,0.0
Manojpulickal,,,,0.0,0.0
Manokar Lal,7.1,7.1,,0.0,0.0
Manol Glishev,5.2,5.2,,0.0,0.0
Manol Manolov,6.1,6.1,,0.0,0.0
Manola Bichisecchi,,,,0.0,0.0
Manola Rotunno,,,,0.0,0.0
Manolet,6.4,6.4,,0.0,0.0
Manolete Dance Troupe,,,,0.0,0.0
Manoli Ioannidis,5.35,5.5,0.21213203435596445,0.0,0.0
Manoli P. Tramountanas,,,,0.0,0.0
Manolin Alvarez,6.133333333333333,7.3,1.4571661996262926,0.0,0.0
Manolis Afoliano,6.0,6.0,,0.0,0.0
Manolis Anastasakos,5.3,5.3,,0.0,0.0
Manolis Angelopoulos,,,,0.0,0.0
Manolis Bellis,6.65,6.9,0.3535533905932738,0.0,0.0
Manolis Damanakis,,,,0.0,0.0
Manolis Damaskinos,6.9,6.9,,0.0,0.0
Manolis Emmanouel,5.8,5.8,,0.0,0.0
Manolis Georgiou,6.2,6.2,,0.0,0.0
Manolis Hiotis,6.4,6.4,,0.0,0.0
Manolis Hourdakis,6.7,6.7,,0.0,0.0
Manolis Kanaridis,2.4,2.4,,0.0,0.0
Manolis Kaselakis,4.0,4.0,,0.0,0.0
Manolis Kastrinos,4.9,4.9,,0.0,0.0
Manolis Katsaragakis,,,,0.0,0.0
Manolis Kermitsis,3.15,3.5,0.4949747468305834,0.0,0.0
Manolis Kontaxakis,6.6,6.9,0.4242640687119292,0.0,0.0
Manolis Lidakis,5.9,5.9,,0.0,0.0
Manolis Logiadis,6.933333333333334,7.9,0.950438495292217,0.0,0.0
Manolis Maragoudakis,3.3,3.3,,0.0,0.0
Manolis Marselos,4.8,4.8,,0.0,0.0
Manolis Mavromatakis,6.7625,8.0,0.6345695954176908,0.0,0.0
Manolis Michailidis,6.3,6.3,,0.0,0.0
Manolis Mitsias,6.3,6.3,,0.0,0.0
Manolis Oikonomou,6.4,6.4,,0.0,0.0
Manolis Papadakis,6.0,6.0,,0.0,0.0
Manolis Papayannakis,4.5,5.5,0.8906926143924925,0.0,0.0
Manolis Pentikis,6.8,6.8,,0.0,0.0
Manolis Piperakis,6.3,6.3,,0.0,0.0
Manolis Pouliasis,4.4,4.4,,0.0,0.0
Manolis Savvidis,,,,0.0,0.0
Manolis Sfakianakis,,,,0.0,0.0
Manolis Sormainis,5.5,5.5,,0.0,0.0
Manolis Topalis,,,,0.0,0.0
Manolis Vlachakis,,,,0.0,0.0
Manolis Yourgos,5.7,5.7,,0.0,0.0
Manolis Zontanos,5.0,5.0,,0.0,0.0
Manolito,7.0,7.0,,0.0,0.0
Manolito Martín,2.8,2.8,,0.0,0.0
Manolito Menéndez,4.6,4.6,,0.0,0.0
Manolo -,,,,0.0,0.0
Manolo Albarracín,5.8,5.8,,0.0,0.0
Manolo Almagro,7.8,7.8,,0.0,0.0
Manolo Bertling,,,,0.0,0.0
Manolo Bioni,5.0,5.0,,0.0,0.0
Manolo Blahnik,6.7,6.7,,0.0,0.0
Manolo Bolognini,,,,0.0,0.0
Manolo Bueno,,,,0.0,0.0
Manolo Cal,4.575,5.8,0.8341662504161463,0.0,0.0
Manolo Cardellini,,,,0.0,0.0
Manolo Cardona,5.807142857142857,7.7,0.9848578856591721,0.0,0.0
Manolo Caro,6.220000000000001,6.9,0.46583258795408483,0.0,0.0
Manolo Caso,4.8,4.8,,0.0,0.0
Manolo Castan,5.45,6.0,0.7778174593052021,0.0,0.0
Manolo Castro,5.666666666666667,6.2,0.5507570547286104,0.0,0.0
Manolo Chirico,,,,0.0,0.0
Manolo Codeso,4.76,7.0,1.0434759725375367,0.0,0.0
Manolo Coego,5.2,5.2,,0.0,0.0
Manolo Coronado,,,,0.0,0.0
Manolo Cruz,6.833333333333333,7.5,0.7637626158259734,0.0,0.0
Manolo Cárdenas,6.25,8.9,1.677796173556252,0.0,0.0
Manolo Deiana,2.5,2.5,,0.0,0.0
Manolo Escobar,4.855555555555556,5.7,0.579271573232759,0.0,0.0
Manolo Fadón,6.300000000000001,6.9,0.8485281374238568,0.0,0.0
Manolo Fernández,5.3,5.3,,0.0,0.0
Manolo Fábregas,6.4692307692307685,7.6,0.9534014678897653,0.0,0.0
Manolo Garcia,7.7,7.7,,0.0,0.0
Manolo García,5.4,5.4,,0.0,0.0
Manolo Gonzalez Vergara,6.2,6.9,0.9899494936611668,0.0,0.0
Manolo González,5.4,5.4,,0.0,0.0
Manolo Guijar,6.2,6.2,,0.0,0.0
Manolo Gómez,6.5,6.5,,0.0,0.0
Manolo Gómez Bur,4.963793103448276,6.8,0.9012074309701477,0.0,0.0
Manolo Herrera,6.6,6.6,,0.0,0.0
Manolo Izal,,,,0.0,0.0
Manolo Juárez,,,,0.0,0.0
Manolo Linares,5.4,5.4,,0.0,0.0
Manolo Llerga,,,,0.0,0.0
Manolo Lopera,4.0,4.0,,0.0,0.0
Manolo Martínez,,,,0.0,0.0
Manolo Marín,5.0,5.0,,0.0,0.0
Manolo Mlekuz,,,,0.0,0.0
Manolo Morán,4.871428571428572,5.7,0.5648430038936652,0.0,0.0
Manolo Muñoz,6.142857142857143,7.0,0.6051367417290708,0.0,0.0
Manolo Orellana,6.8,6.8,,0.0,0.0
Manolo Otero,5.06923076923077,7.1,1.1100935511512946,0.0,0.0
Manolo Ozuna,5.675,7.3,0.9929753269845127,0.0,0.0
Manolo Palma,,,,0.0,0.0
Manolo Parra,,,,0.0,0.0
Manolo Pedrosa,8.1,8.1,,0.0,0.0
Manolo Peñayos,1.2,1.2,,0.0,0.0
Manolo Pérez Moratilla,7.2,7.2,,0.0,0.0
Manolo Requena,,,,0.0,0.0
Manolo Reyes 'Pozí',2.3,2.3,,0.0,0.0
Manolo Robles,9.0,9.0,,0.0,0.0
Manolo Rojas,4.475,6.2,1.4314910641239318,0.0,0.0
Manolo Rosales,5.6,5.6,,0.0,0.0
Manolo Royo,3.55,4.3,1.0606601717798212,0.0,0.0
Manolo Sanlúcar,,,,0.0,0.0
Manolo Santillán,5.9,5.9,,0.0,0.0
Manolo Sevilla,7.4,7.4,,0.0,0.0
Manolo Sevillano,,,,0.0,0.0
Manolo Solo,6.184615384615385,8.2,0.8355560101835463,0.0,0.0
Manolo Travieso,4.0,5.3,1.8384776310850233,0.0,0.0
Manolo Villamil,4.8,4.8,,0.0,0.0
Manolo Villaverde,7.7,7.7,,0.0,0.0
Manolo de Vega,5.2,6.0,1.1313708498984758,0.0,0.0
Manon Beth,,,,0.0,0.0
Manon Cabaret,,,,0.0,0.0
Manon Delhez,,,,0.0,0.0
Manon Elder,,,,0.0,0.0
Manon Laurent,,,,0.0,0.0
Manon Lloyd,,,,0.0,0.0
Manon Pfrunder,6.8,6.8,,0.0,0.0
Manon Wetzel,6.9,6.9,,0.0,0.0
Manong Peping Baclig,6.1,6.1,,0.0,0.0
Manoochehr Afsari,6.075,6.8,0.7274384280931728,0.0,0.0
Manoochehr Alipoor,5.666666666666667,6.7,1.4571661996262928,0.0,0.0
Manoochehr Azar,6.066666666666666,6.9,0.8020806277010645,0.0,0.0
Manoochehr Honardan,7.1,7.1,,0.0,0.0
Manoochehr Mirzaei,,,,0.0,0.0
Manoochehr Nozari,5.466666666666666,6.3,0.8020806277010639,0.0,0.0
Manoochehr Purahmad,4.95,5.7,1.0606601717798212,0.0,0.0
Manoochehr Sahbaei,,,,0.0,0.0
Manoochehr Sakhayi,,,,0.0,0.0
Manoochehr Toosi,,,,0.0,0.0
Manoochehr Valizade,5.3999999999999995,6.0,0.7211102550927979,0.0,0.0
Manoochehr Vossoogh,4.863636363636363,6.5,0.9312283002498083,0.0,0.0
Manoochehr Zhian,5.6,5.6,,0.0,0.0
Manoocher Naderi,7.0,7.8,1.1313708498984758,0.0,0.0
Manop Aswathep,5.836363636363637,8.9,1.7934730147246305,0.0,0.0
Manop Meejamarat,,,,0.0,0.0
Manop Ruamtham,3.4,3.4,,0.0,0.0
Manop Srijupao,,,,0.0,0.0
Manorama,6.5,6.7,0.2828427124746193,0.0,0.0
Manoranjan,,,,0.0,0.0
Manoranjan Bulu Mallick,,,,0.0,0.0
Manoranjan Das,6.9,6.9,,0.0,0.0
Manoranjan Jana,,,,0.0,0.0
Manoranjan Jegatheeswaran,7.4,7.4,,0.0,0.0
Manoranjan Jha,,,,0.0,0.0
Manoranjan Prabhakar,8.4,8.4,,0.0,0.0
Manoranjan Ravichandran,6.1,6.7,0.8485281374238568,0.0,0.0
Manoroma Kinnar,,,,0.0,0.0
Manos Amanakis,6.0,6.0,,0.0,0.0
Manos Antoniou,3.4,3.4,,0.0,0.0
Manos Bondyapadhay,9.5,9.5,,0.0,0.0
Manos Cizek,7.05,7.3,0.3535533905932738,0.0,0.0
Manos Destounis,4.862857142857142,7.8,1.4808752805819452,0.0,0.0
Manos Efstratiadis,6.2,6.2,,0.0,0.0
Manos Farmakis,,,,0.0,0.0
Manos Gavras,5.142857142857143,5.9,0.6852180744287248,0.0,0.0
Manos Ioannou,,,,0.0,0.0
Manos Kallay,,,,0.0,0.0
Manos Karatzogiannis,5.033333333333334,8.9,3.3501243758005965,0.0,0.0
Manos Katrakis,5.798360655737705,8.1,1.3357259952648333,0.0,0.0
Manos Katsoulas,,,,0.0,0.0
Manos Kokoromitis,5.7,5.7,,0.0,0.0
Manos Koutsourelis,5.9,5.9,,0.0,0.0
Manos Krystalis,7.266666666666667,8.9,1.650252505931542,0.0,0.0
Manos Meletiou,5.7,5.7,,0.0,0.0
Manos Petrakis,6.8,6.8,,0.0,0.0
Manos Pintzis,3.3,3.3,,0.0,0.0
Manos Pramateftakis,4.7,4.7,,0.0,0.0
Manos Sounis,5.8,5.8,,0.0,0.0
Manos Thanopoulos,6.1,6.1,,0.0,0.0
Manos Tsilimidis,4.5,4.5,,0.0,0.0
Manos Vakousis,6.1380952380952385,7.9,0.9205847003270207,0.0,0.0
Manos Zacharias,6.4,6.4,,0.0,0.0
Manos Zaharias,6.3,6.3,,0.0,0.0
Manosh Bandyopadhyay,6.8999999999999995,7.4,0.4582575694955842,0.0,0.0
Manosh Chowdhury,,,,0.0,0.0
Manotosh Debnath,5.0,5.0,,0.0,0.0
Manou Goergen,,,,0.0,0.0
Manou Kersting,5.6454545454545455,6.7,0.5955898527739308,0.0,0.0
Manou Lubowski,5.9399999999999995,7.0,0.8648699324175857,0.0,0.0
Manou Marzban,7.9,7.9,,0.0,0.0
Manouchehr Akhzarpoor,5.95,7.1,1.420093893609386,0.0,0.0
Manouchehr Anvar,8.2,8.2,,0.0,0.0
Manouchehr Atashi,6.8,6.8,,0.0,0.0
Manouchehr Azari,5.366666666666667,6.3,0.9973297682645729,0.0,0.0
Manouchehr Hamedi,5.827272727272727,7.7,0.8174238913695991,0.0,0.0
Manouchehr Khodaparast,4.4,4.4,,0.0,0.0
Manouchehr Oliyaei,6.6,6.6,,0.0,0.0
Manouchehr Sadeghpoor,6.6,6.6,,0.0,0.0
Manouchehr Safarkhani,,,,0.0,0.0
Manouchehr Tayefeh,6.2,6.2,,0.0,0.0
Manouchehr Zendeh Del,,,,0.0,0.0
Manoucheka Celeste,,,,0.0,0.0
Manoucher Ahmadi,6.2625,7.5,0.948589177975075,0.0,0.0
Manoug Manougian,6.4,6.4,,0.0,0.0
Manowar Aftab,6.7,6.7,,0.0,0.0
Manpei Takagi,,,,0.0,0.0
Manphool Singh Dangi,9.2,9.2,,0.0,0.0
Manpreet Bachu,6.6,6.6,,0.0,0.0
Manpreet Brar,6.3,6.3,,0.0,0.0
Manpreet Ghambheer,,,,0.0,0.0
Manpreet Kaur,7.2,7.2,,0.0,0.0
Manpreet Khanouri,,,,0.0,0.0
Manpreet Singh,6.2,6.2,,0.0,0.0
Manpreet Singh CK,,,,0.0,0.0
Manpreet Sran,,,,0.0,0.0
Manraj Singh Sharma,,,,0.0,0.0
Manrico Dell'Agnola,,,,0.0,0.0
Manrico Gammarota,6.39,7.3,0.6690789689316694,0.0,0.0
Manrico Melchiorre,4.75,4.8,0.0707106781186545,0.0,0.0
Manrico Povolettino,4.2,4.2,,0.0,0.0
Manrik Schumacher,6.0,6.0,,0.0,0.0
Mansai Nomura,6.5,7.8,0.66332495807108,0.0,0.0
Mansaku Fuwa,6.364705882352942,7.4,0.603055943166333,0.0,0.0
Mansaku Ikeuchi,6.279999999999999,7.3,0.6693280212272602,0.0,0.0
Mansaram,8.1,8.1,,0.0,0.0
Mansaroy Bhattacharya,,,,0.0,0.0
Mansel Stone,,,,0.0,0.0
Mansell Boyd,,,,0.0,0.0
Mansell Rivers-Bland,4.2,4.2,,0.0,0.0
Manseong Choi,7.6,7.6,,0.0,0.0
Mansha Bahl,4.5,5.8,1.4106735979665883,0.0,0.0
Mansher Singh,,,,0.0,0.0
Manshuk Aitmukhanbetova,,,,0.0,0.0
Mansi Mungee,,,,0.0,0.0
Mansinghms,7.1,7.1,,0.0,0.0
Mansjur Sjah,7.279999999999999,8.1,0.9934787365615834,0.0,0.0
Manson Anderson,6.6,6.6,,0.0,0.0
Manson Matkias,4.9,4.9,,0.0,0.0
Manson McCann,,,,0.0,0.0
Mansoob Haider,7.7,7.7,,0.0,0.0
Mansoor,4.4,4.4,,0.0,0.0
Mansoor Abdulwahhab,7.0,7.0,,0.0,0.0
Mansoor Ahmed Khan,5.0,5.0,,0.0,0.0
Mansoor Al-Fili,5.533333333333332,7.6,2.134166503969797,0.0,0.0
Mansoor Alam,,,,0.0,0.0
Mansoor Alazba,5.2,5.2,,0.0,0.0
Mansoor Alfeli,,,,0.0,0.0
Mansoor Ali Khan,5.79,8.4,1.508233811704681,0.0,0.0
Mansoor Baloch,3.8,3.8,,0.0,0.0
Mansoor El-Gohari,6.0,6.0,,0.0,0.0
Mansoor Heidari,6.2,6.2,,0.0,0.0
Mansoor Jahanshahi,6.1,6.6,0.7071067811865476,0.0,0.0
Mansoor Joseph,,,,0.0,0.0
Mansoor Majlesi,6.6,6.6,,0.0,0.0
Mansoor Markhand,6.6,6.6,,0.0,0.0
Mansoor Matin,5.525,7.1,1.1324751652906118,0.0,0.0
Mansoor Naimi,6.2,6.2,,0.0,0.0
Mansoor Nikoo Sokhan,,,,0.0,0.0
Mansoor Noor,4.4,4.4,,0.0,0.0
Mansoor Seth,6.1,6.1,,0.0,0.0
Mansoor Sharaf Abadi,4.1,4.1,,0.0,0.0
Mansoor Vala Magham,5.4,6.7,1.2138094304022085,0.0,0.0
Mansoor ali Kahn,5.3,5.3,,0.0,0.0
Mansor,7.8,7.8,,0.0,0.0
Mansour,4.9,4.9,,0.0,0.0
Mansour Ahmed,7.6,7.6,,0.0,0.0
Mansour Al Muhairi,,,,0.0,0.0
Mansour Alotaibi,5.5,5.5,,0.0,0.0
Mansour Amen,4.333333333333333,5.8,1.3650396819628847,0.0,0.0
Mansour Arabi,,,,0.0,0.0
Mansour Ash,,,,0.0,0.0
Mansour Babou,,,,0.0,0.0
Mansour Badri,6.550000000000001,6.7,0.1732050807568877,0.0,0.0
Mansour Cheraghipor,5.6,5.6,,0.0,0.0
Mansour Diouf,7.4,7.4,,0.0,0.0
Mansour Emami,5.4,5.4,,0.0,0.0
Mansour Ghanijahed,4.8,4.8,,0.0,0.0
Mansour Gomari,,,,0.0,0.0
Mansour Gueye Jr.,,,,0.0,0.0
Mansour Hafezi,5.4,5.4,,0.0,0.0
Mansour Hamidi,,,,0.0,0.0
Mansour Mirzababai,,,,0.0,0.0
Mansour Naeemi,6.6,6.6,,0.0,0.0
Mansour Nasiri,5.2,5.2,,0.0,0.0
Mansour Navaseri,,,,0.0,0.0
Mansour Nobakht,5.800000000000001,6.4,0.8485281374238568,0.0,0.0
Mansour Rahbani,7.449999999999999,7.6,0.21213203435596445,0.0,0.0
Mansour Sepehrnia,5.152941176470588,6.8,1.2485579917743226,0.0,0.0
Mansour Shahbazi,6.0,7.3,0.8869423130433378,0.0,0.0
Mansour Sohrabpour,4.3,4.3,,0.0,0.0
Mansour Sy,7.0,7.0,,0.0,0.0
Mansour Tehrani,,,,0.0,0.0
Mansour Valamagham,7.4,7.4,,0.0,0.0
Mansour Zakhnini,7.0,7.0,,0.0,0.0
Mansoureh Ali-Akbari,6.8,6.8,,0.0,0.0
Mansouri Shir-Rafat,6.8,6.8,,0.0,0.0
Mansuel Rivers-Bland,2.5,2.5,,0.0,0.0
Mansueto Manel,,,,0.0,0.0
Mansur Abduholiqov,7.8,7.8,,0.0,0.0
Mansur Ark,4.7,4.7,,0.0,0.0
Mansur Brown,,,,0.0,0.0
Mansur Guseynov,,,,0.0,0.0
Mansur Mammadov,7.8,7.8,,0.0,0.0
Mansur Mirzo,6.1,6.1,,0.0,0.0
Mansur Shirvani,6.2,6.2,,0.0,0.0
Mansur1,6.5,6.5,,0.0,0.0
Manta Snellius,,,,0.0,0.0
Manta Yamamoto,6.4,6.4,,0.0,0.0
Mantak Chia,,,,0.0,0.0
Mantan Moreland,6.3999999999999995,6.8,0.608276253029822,0.0,0.0
Mantarô Koichi,6.0649999999999995,7.1,0.7520323341312841,0.0,0.0
Mantarô Ushio,6.475,7.7,0.97082439194738,0.0,0.0
Mantas Bartusevicius,,,,0.0,0.0
Mantas Barvicius,,,,0.0,0.0
Mantas Bendzius,7.05,7.6,0.7778174593052021,0.0,0.0
Mantas Ceskauskas,7.5,7.5,,0.0,0.0
Mantas Hesthaven,,,,0.0,0.0
Mantas Janciauskas,5.45,5.7,0.3535533905932738,0.0,0.0
Mantas Jankavicius,6.633333333333333,7.0,0.4041451884327378,0.0,0.0
Mantas Katleris,5.3,5.3,,0.0,0.0
Mantas Meskuotis,8.0,8.0,,0.0,0.0
Mantas Stabacinskas,,,,0.0,0.0
Mantas Stonkus,3.85,4.2,0.4949747468305834,0.0,0.0
Mantas Vaitiekunas,5.85,6.4,0.777817459305203,0.0,0.0
Mantas Valantiejus,,,,0.0,0.0
Mantas Zemleckas,,,,0.0,0.0
Manthan Ludhiyani,,,,0.0,0.0
Manthia Diawara,6.733333333333333,8.0,1.1372481406154655,0.0,0.0
Mantian Feng,7.3,7.3,,0.0,0.0
Mantiong Alba,,,,0.0,0.0
Mantis,5.85,7.2,1.909188309203678,0.0,0.0
Mantosh Kumar,,,,0.0,0.0
Mantosh Singh Rajput,,,,0.0,0.0
Mantra Mugdh,5.2,6.8,1.013903348450926,0.0,0.0
Mantra Pandya,,,,0.0,0.0
Mantu Banerjee,4.8,4.8,,0.0,0.0
Mantu Bannerjee,7.8,7.8,,0.0,0.0
Mantu Ghosh,7.2,7.2,,0.0,0.0
Mantu Mallick,,,,0.0,0.0
Mantu Shaw,7.1,7.1,,0.0,0.0
Mantvydas Janeliunas,7.1,7.1,,0.0,0.0
Manu,7.485714285714286,8.2,0.8254868693253521,0.0,0.0
Manu Aggarwal,,,,0.0,0.0
Manu Avellaneda,4.5,4.5,,0.0,0.0
Manu Barrat,5.7,5.7,,0.0,0.0
Manu Basavaraj,6.9,6.9,,0.0,0.0
Manu Belando,6.7,6.7,,0.0,0.0
Manu Bennett,5.88,7.2,1.0733126291998993,0.0,0.0
Manu Berástegui,4.6,4.6,,0.0,0.0
Manu Bhadran,5.8,5.8,,0.0,0.0
Manu Bilsen,6.4,6.4,,0.0,0.0
Manu Bonmariage,,,,0.0,0.0
Manu Bouret,,,,0.0,0.0
Manu Boussaide,6.8,6.8,,0.0,0.0
Manu Buenaventura,,,,0.0,0.0
Manu Bäuerle,,,,0.0,0.0
Manu Cabrera,,,,0.0,0.0
Manu Casana,5.5,5.5,,0.0,0.0
Manu Crooks,,,,0.0,0.0
Manu Defrennes,6.1,6.1,,0.0,0.0
Manu Dibango,6.3,6.3,,0.0,0.0
Manu Fanego,6.2,6.2,,0.0,0.0
Manu Feildel,5.0,5.0,,0.0,0.0
Manu Fullola,5.4,6.5,1.19582607431014,0.0,0.0
Manu Gargi,5.25,6.1,1.2020815280171302,0.0,0.0
Manu Ginóbili,8.3,8.3,,0.0,0.0
Manu Goñi,,,,0.0,0.0
Manu Gómez-Alvarez,7.7,7.7,,0.0,0.0
Manu Hegde,7.6,7.6,,0.0,0.0
Manu Heras,,,,0.0,0.0
Manu Hernández,5.1,5.1,,0.0,0.0
Manu Huertas,,,,0.0,0.0
Manu Imizcoz,,,,0.0,0.0
Manu Intiraymi,4.8999999999999995,8.1,1.5625833311112292,0.0,0.0
Manu Jose,7.050000000000001,7.2,0.21213203435596445,0.0,0.0
Manu Joseph,,,,0.0,0.0
Manu Jáuregui,,,,0.0,0.0
Manu K Mallegowda,,,,0.0,0.0
Manu Kallen,5.0,5.0,,0.0,0.0
Manu Khurana,,,,0.0,0.0
Manu Kraft,,,,0.0,0.0
Manu Krishna,5.7,5.7,,0.0,0.0
Manu Kuitunen,,,,0.0,0.0
Manu Latini,,,,0.0,0.0
Manu Lauzon,6.6,6.6,,0.0,0.0
Manu Layotte,5.1,5.1,,0.0,0.0
Manu Lebrun,7.3,7.3,,0.0,0.0
Manu Malik,6.2,6.2,,0.0,0.0
Manu Malkani,,,,0.0,0.0
Manu Maltez,,,,0.0,0.0
Manu Meza,5.4,5.4,,0.0,0.0
Manu Milan,,,,0.0,0.0
Manu Mohan,,,,0.0,0.0
Manu Mohit,,,,0.0,0.0
Manu Monteagudo,5.800000000000001,6.2,0.5656854249492376,0.0,0.0
Manu Narayan,5.3,6.8,1.6093476939431082,0.0,0.0
Manu Nedeianu,6.75,7.2,0.636396103067893,0.0,0.0
Manu Nembang,,,,0.0,0.0
Manu Nna,,,,0.0,0.0
Manu Ochoa,,,,0.0,0.0
Manu Parthepan,5.8,5.8,,0.0,0.0
Manu Payet,5.204761904761905,6.6,0.8789062466931217,0.0,0.0
Manu Pillai,6.7,6.7,,0.0,0.0
Manu Pluton,4.6,4.6,0.0,0.0,0.0
Manu Portillo,7.1,7.1,,0.0,0.0
Manu Ramalingam,,,,0.0,0.0
Manu Respall,6.3,7.7,1.1045361017187263,0.0,0.0
Manu Rishi Chadha,6.183333333333334,7.9,1.1834609035134735,0.0,0.0
Manu Samarth,,,,0.0,0.0
Manu Seguin,7.9,7.9,,0.0,0.0
Manu Shivaji,,,,0.0,0.0
Manu Singh,,,,0.0,0.0
Manu Sánchez,5.3,5.3,,0.0,0.0
Manu Thapa,8.5,8.5,,0.0,0.0
Manu Tilinski,6.0,6.0,,0.0,0.0
Manu Tupou,6.1,7.9,1.6385969608173943,0.0,0.0
Manu Uranga,6.8,6.8,,0.0,0.0
Manu Valls,,,,0.0,0.0
Manu Varma,,,,0.0,0.0
Manu Verreth,5.85,6.0,0.2121320343559638,0.0,0.0
Manu Z. Prado,2.8,2.8,,0.0,0.0
Manu g Nath,,,,0.0,0.0
Manu iti Alarcon Rapu,3.9,3.9,,0.0,0.0
Manual Jesus Duro,,,,0.0,0.0
Manuchar Shervashidze,7.266666666666667,7.9,0.929157324317757,0.0,0.0
Manuchehr Esmaili,5.95,6.4,0.636396103067893,0.0,0.0
Manuchehr Farid,6.9875,7.6,0.6664136424602536,0.0,0.0
Manuchehr Harsini,6.2,6.2,,0.0,0.0
Manuchehr Oliai,1.9,1.9,,0.0,0.0
Manuchekhr Nasrullayev,,,,0.0,0.0
Manuchekhrzoda Abdol,6.8,7.0,0.2828427124746193,0.0,0.0
Manuel,9.0,9.0,,0.0,0.0
Manuel 'Flaco' Ibáñez,5.633333333333334,8.6,1.29281229742126,0.0,0.0
Manuel 'Loco' Valdés,5.504,7.2,1.017136503457951,0.0,0.0
Manuel 'Manole' Muñoz,4.8,4.8,,0.0,0.0
Manuel A. Alicea,,,,0.0,0.0
Manuel Acosta Ojeda,7.1,7.1,,0.0,0.0
Manuel Adame,,,,0.0,0.0
Manuel Adamo,7.1,7.1,,0.0,0.0
Manuel Agnelli,6.6,6.6,,0.0,0.0
Manuel Aguilar,6.85,7.3,0.6363961030678921,0.0,0.0
Manuel Aguilar Gutiérrez,,,,0.0,0.0
Manuel Aguilera,5.7,5.7,,0.0,0.0
Manuel Agujetas,8.3,8.3,,0.0,0.0
